model,layers,learning_rate,under,oversample,hidden_layer_size,test_split,batch_size,augment,weight_loss,val_auc_mean,val_auc_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f_measure_mean,f_measure_std,auc_roc_mean,auc_roc_std,test_loss_mean,test_loss_std,best_epochs_mean,best_epochs_std
blitz,1,0.01,False,0.0,64,0.2,256,False,True,0.7492632056223079,0.059360432968180644,0.6664359861591695,0.10299132272828089,0.09110159223752116,0.015742901947858313,0.6337349397590362,0.10796417743238478,0.15804326110904204,0.0230672898753322,0.6905373158290339,0.009585185289553615,0.6419939279556275,0.009675236776167806,21,11.937336386313323
blitz,1,0.01,True,0.0,64,0.2,256,False,True,0.7492632056223079,0.059360432968180644,0.6664359861591695,0.10299132272828089,0.09110159223752116,0.015742901947858313,0.6337349397590362,0.10796417743238478,0.15804326110904204,0.0230672898753322,0.6905373158290339,0.009585185289553615,0.6419939279556275,0.009675236776167806,21,11.937336386313323
blitz,2,0.005,False,0.0,128,0.1,256,True,True,0.7469508048061664,0.055349321705716666,0.866320645905421,0.022877674639212222,0.1333466744077817,0.010982662100282108,0.32530120481927705,0.08347232807560856,0.18718492521225616,0.019937002104978386,0.6939773631169135,0.008187201277830503,0.7408984065055847,0.04350005523059722,19,8.94427190999916
blitz,2,0.005,True,0.0,128,0.1,256,True,True,0.7469508048061664,0.055349321705716666,0.866320645905421,0.022877674639212222,0.1333466744077817,0.010982662100282108,0.32530120481927705,0.08347232807560856,0.18718492521225616,0.019937002104978386,0.6939773631169135,0.008187201277830503,0.7408984065055847,0.04350005523059722,19,8.94427190999916
blitz,1,0.01,False,0.5,128,0.1,128,True,True,0.7460199501246882,0.04980377928298184,0.8549019607843137,0.08509089932631467,0.1821463205764618,0.08446494363084697,0.3542168674698795,0.21444429360276612,0.18517275009111986,0.018024357821030405,0.703826085687389,0.006535533602069939,0.8283177137374877,0.11545376866652127,12,6.708203932499369
blitz,2,0.005,False,0.0,64,0.1,256,False,True,0.7458172749943324,0.04175589046700892,0.6743944636678201,0.07005864236592854,0.09132430947284308,0.012224672814597088,0.6313253012048192,0.0501123719110492,0.15909832620028336,0.01854148212115384,0.7002648996956937,0.0034344724188116083,0.6535388469696045,0.01725734693429811,26,5.477225575051661
blitz,2,0.005,True,0.0,64,0.1,256,False,True,0.7458172749943324,0.04175589046700892,0.6743944636678201,0.07005864236592854,0.09132430947284308,0.012224672814597088,0.6313253012048192,0.0501123719110492,0.15909832620028336,0.01854148212115384,0.7002648996956937,0.0034344724188116083,0.6535388469696045,0.01725734693429811,26,5.477225575051661
blitz,1,0.005,True,0.0,32,0.1,128,False,True,0.7452278394921786,0.04056117504183358,0.7289504036908881,0.04875258025331019,0.1005828971422595,0.011540210836149959,0.5759036144578313,0.06565988719729501,0.17058755696728248,0.015101290465548131,0.7027329183481351,0.004503170006975663,0.6409295201301575,0.00584004777324797,25,12.24744871391589
blitz,1,0.005,False,0.0,32,0.1,128,False,True,0.7452278394921786,0.04056117504183358,0.7289504036908881,0.04875258025331019,0.1005828971422595,0.011540210836149959,0.5759036144578313,0.06565988719729501,0.17058755696728248,0.015101290465548131,0.7027329183481351,0.004503170006975663,0.6409295201301575,0.00584004777324797,25,12.24744871391589
blitz,3,0.005,True,0.0,64,0.1,256,True,True,0.7451824982997053,0.059947118212692704,0.8402537485582469,0.017117441845047106,0.133405997888084,0.003413040639272561,0.4265060240963855,0.07552977358389149,0.20245578577284626,0.011976496905738113,0.7048418993964958,0.010409533057343443,0.6948187828063965,0.041288000686144924,27,10.36822067666386
blitz,3,0.005,False,0.0,64,0.1,256,True,True,0.7451824982997053,0.059947118212692704,0.8402537485582469,0.017117441845047106,0.133405997888084,0.003413040639272561,0.4265060240963855,0.07552977358389149,0.20245578577284626,0.011976496905738113,0.7048418993964958,0.010409533057343443,0.6948187828063965,0.041288000686144924,27,10.36822067666386
blitz,4,0.005,False,0.5,64,0.2,128,True,True,0.7446993488846463,0.024357485035546123,0.864475201845444,0.06093006519352785,0.16252942065646744,0.03889276543252105,0.3734939759036145,0.16387313865946315,0.20868174771993253,0.008285032097800491,0.7056825728109287,0.009550615395306574,0.7986080646514893,0.09852028578491706,24,15.165750888103101
blitz,2,0.01,True,0.0,128,0.1,256,False,True,0.7442303332577648,0.06035817941215365,0.6181084198385236,0.18348455753934612,0.08436698517878968,0.024455449458232217,0.6168674698795181,0.21390208213177972,0.14296885968782894,0.028592100579820045,0.6824166441660038,0.021974065836642964,0.6893406510353088,0.028259798591280604,22,5.70087712549569
blitz,2,0.01,False,0.0,128,0.1,256,False,True,0.7442303332577648,0.06035817941215365,0.6181084198385236,0.18348455753934612,0.08436698517878968,0.024455449458232217,0.6168674698795181,0.21390208213177972,0.14296885968782894,0.028592100579820045,0.6824166441660038,0.021974065836642964,0.6893406510353088,0.028259798591280604,22,5.70087712549569
blitz,1,0.005,False,0.5,128,0.1,256,False,True,0.7436284289276808,0.04992939165928941,0.7853517877739331,0.061944266899327485,0.12104837608289172,0.02088230249328067,0.5277108433734939,0.09540160431242964,0.19443265041547758,0.022620500863337556,0.7218451030043858,0.008388847613533985,0.6735164761543274,0.04156316245728643,24,10.8397416943394
blitz,1,0.005,False,1.0,128,0.1,128,True,True,0.7431496072785617,0.08250979826876459,0.8589388696655131,0.06391843217803063,0.14804843561830544,0.041179282974592,0.3518072289156627,0.18240183968940304,0.189829589399625,0.014442677457772356,0.7007158859544781,0.02005153039821569,0.8203390002250671,0.12571452489089674,11,6.519202405202649
blitz,2,0.005,False,0.0,128,0.2,256,False,True,0.7429947857628656,0.04928405583720089,0.6888119953863898,0.08506255742121296,0.0942203062972428,0.012006651379219491,0.6168674698795181,0.10722214680138314,0.16220278725847162,0.015557489814616477,0.7031123889865946,0.0039221416441622805,0.6438541412353516,0.005354864245630018,22,9.082951062292475
blitz,2,0.005,True,0.0,128,0.2,256,False,True,0.7429947857628656,0.04928405583720089,0.6888119953863898,0.08506255742121296,0.0942203062972428,0.012006651379219491,0.6168674698795181,0.10722214680138314,0.16220278725847162,0.015557489814616477,0.7031123889865946,0.0039221416441622805,0.6438541412353516,0.005354864245630018,22,9.082951062292475
blitz,1,0.005,False,0.5,64,0.1,256,True,True,0.7425710723192022,0.07531073877165359,0.8707035755478663,0.052355137906090844,0.1667301234268822,0.04185376374290266,0.3590361445783133,0.14034981077998518,0.2105728225001063,0.008673160022301105,0.7044128056745456,0.009122886257690482,0.7125814080238342,0.04938938247873976,21,12.449899597988733
blitz,2,0.005,False,0.0,64,0.1,128,False,True,0.74228066198141,0.035141764279514834,0.7475201845444059,0.04377500735361798,0.1000148022473332,0.011784671365651778,0.527710843373494,0.08055187783347843,0.16748699402297587,0.01718163713210697,0.6877350711142572,0.014849888458940806,0.6601537585258483,0.020342197894581915,14,9.617692030835672
blitz,2,0.005,True,0.0,64,0.1,128,False,True,0.74228066198141,0.035141764279514834,0.7475201845444059,0.04377500735361798,0.1000148022473332,0.011784671365651778,0.527710843373494,0.08055187783347843,0.16748699402297587,0.01718163713210697,0.6877350711142572,0.014849888458940806,0.6601537585258483,0.020342197894581915,14,9.617692030835672
blitz,1,0.005,False,0.0,64,0.1,256,False,True,0.7410564497846295,0.062355968458017955,0.7560553633217995,0.04505657435899569,0.10838801565341787,0.007585270255481892,0.5590361445783133,0.0828614403086718,0.18066897010907798,0.007838648294957014,0.707593061525326,0.0071205260567801165,0.6402838587760925,0.022485460348842728,19,14.317821063276353
blitz,1,0.005,True,0.0,64,0.1,256,False,True,0.7410564497846295,0.062355968458017955,0.7560553633217995,0.04505657435899569,0.10838801565341787,0.007585270255481892,0.5590361445783133,0.0828614403086718,0.18066897010907798,0.007838648294957014,0.707593061525326,0.0071205260567801165,0.6402838587760925,0.022485460348842728,19,14.317821063276353
blitz,1,0.005,False,0.0,32,0.1,256,True,True,0.7406937202448425,0.06328861473619879,0.8470588235294118,0.04581854379330756,0.1287731711951251,0.02609797438566538,0.35180722891566263,0.09112130313826042,0.18229796066161058,0.012132140719070704,0.6899199462903096,0.018997591021748722,0.6980123281478882,0.03085048917006238,24,9.617692030835672
blitz,1,0.005,True,0.0,32,0.1,256,True,True,0.7406937202448425,0.06328861473619879,0.8470588235294118,0.04581854379330756,0.1287731711951251,0.02609797438566538,0.35180722891566263,0.09112130313826042,0.18229796066161058,0.012132140719070704,0.6899199462903096,0.018997591021748722,0.6980123281478882,0.03085048917006238,24,9.617692030835672
blitz,1,0.01,False,0.5,128,0.1,256,True,True,0.7402394014962594,0.05599315988376569,0.8790080738177624,0.031043995889043163,0.13051239652879537,0.012584021723621273,0.2746987951807229,0.12561360500220112,0.1714391898937066,0.03590841133300494,0.6914334503367802,0.012980270756366026,0.7465043306350708,0.07671390453561176,14,13.416407864998739
blitz,1,0.005,False,0.0,64,0.1,256,True,True,0.7397415552029017,0.0429519559730214,0.8515570934256056,0.04507428643765626,0.12716351370753318,0.020935623210422433,0.3325301204819277,0.1288086482978708,0.17083020392872256,0.023860957464335027,0.6899958404180015,0.0030566490629853503,0.6941174030303955,0.04041444328982614,20,16.583123951777
blitz,1,0.005,True,0.0,64,0.1,256,True,True,0.7397415552029017,0.0429519559730214,0.8515570934256056,0.04507428643765626,0.12716351370753318,0.020935623210422433,0.3325301204819277,0.1288086482978708,0.17083020392872256,0.023860957464335027,0.6899958404180015,0.0030566490629853503,0.6941174030303955,0.04041444328982614,20,16.583123951777
blitz,3,0.005,True,0.0,128,0.2,256,True,True,0.7393901609612333,0.02513688297512838,0.7945790080738178,0.029040215991606437,0.11987734531649237,0.005631622704481808,0.5156626506024097,0.07298858424511305,0.19379342677541014,0.005990208430051127,0.6999394306480922,0.002537790029664649,0.6789041519165039,0.022812380826670125,24,5.477225575051661
blitz,3,0.005,False,0.0,128,0.2,256,True,True,0.7393901609612333,0.02513688297512838,0.7945790080738178,0.029040215991606437,0.11987734531649237,0.005631622704481808,0.5156626506024097,0.07298858424511305,0.19379342677541014,0.005990208430051127,0.6999394306480922,0.002537790029664649,0.6789041519165039,0.022812380826670125,24,5.477225575051661
blitz,3,0.005,True,0.0,64,0.2,128,True,True,0.7392428020856949,0.03045401408275992,0.8696655132641291,0.03954926312710478,0.1320480820579246,0.030286974565911975,0.27710843373493976,0.09600829789463389,0.16683519203614572,0.016390034149536603,0.6904132581203068,0.01244720477902362,0.7199933290481567,0.04067529710771365,24,8.94427190999916
blitz,3,0.005,False,0.0,64,0.2,128,True,True,0.7392428020856949,0.03045401408275992,0.8696655132641291,0.03954926312710478,0.1320480820579246,0.030286974565911975,0.27710843373493976,0.09600829789463389,0.16683519203614572,0.016390034149536603,0.6904132581203068,0.01244720477902362,0.7199933290481567,0.04067529710771365,24,8.94427190999916
blitz,4,0.005,False,0.5,128,0.2,128,True,True,0.7389954042574362,0.024632738822992665,0.8835063437139563,0.07679010733969603,0.1848492537313433,0.06909686549416182,0.2602409638554217,0.17739915488487673,0.1677805175260711,0.06335062280190376,0.7035998628067692,0.024247237058940746,0.7437794923782348,0.07319479829988586,21,8.215838362577491
blitz,1,0.01,False,0.5,32,0.1,128,True,True,0.738286783042394,0.05540448494264924,0.8212226066897346,0.0638577854036921,0.123996969864795,0.03846280778793669,0.3903614457831325,0.1112746977254826,0.17707643950372284,0.020391995033775905,0.6960396400866944,0.015946757193758113,0.764027452468872,0.09713043787430221,18,11.510864433221338
blitz,1,0.01,False,0.5,64,0.1,256,True,True,0.7378852867830424,0.04290690699518969,0.8476355247981546,0.06257594107376267,0.14641463108676955,0.05371905901942757,0.363855421686747,0.13957195621758633,0.18841719309491803,0.011395563242068831,0.6974480599563609,0.0073924854735052245,0.733146333694458,0.06731413281078658,7,7.582875444051551
blitz,1,0.005,False,0.0,32,0.2,128,False,True,0.7377578780321923,0.07192676518120569,0.7124567474048443,0.12027892695876186,0.10162179268427737,0.02423080243378331,0.5734939759036145,0.15951916426663695,0.1673854398578238,0.028743462944101694,0.696093641677552,0.007599519759836209,0.6514628291130066,0.013486371319509152,21,8.94427190999916
