model,layers,learning_rate,under,oversample,seed,hidden_layer_size,test_split,batch_size,augment,weight_loss,val_auc,accuracy,precision,recall,f_measure,auc_roc,test_loss,best_epochs
blitz,1,0.01,True,0.0,23,64,0.2,256,False,True,0.8159714350487417,0.5149942329873126,0.07029478458049887,0.7469879518072289,0.12849740932642487,0.6934606992476264,0.6279646754264832,30
blitz,1,0.01,True,0.0,23,128,0.1,128,True,True,0.7590115620040807,0.7537485582468282,0.08653846153846154,0.43373493975903615,0.14428857715430862,0.6495442703582349,0.7897012233734131,25
blitz,1,0.01,True,0.0,23,128,0.1,128,False,True,0.7508501473588756,0.7214532871972318,0.09016393442622951,0.5301204819277109,0.15411558669001751,0.6778002378989002,0.7086238265037537,15
blitz,1,0.01,True,0.0,23,128,0.1,256,True,True,0.7191113126275221,0.8569780853517878,0.09359605911330049,0.2289156626506024,0.13286713286713286,0.6368611940189588,0.703393280506134,35
blitz,1,0.01,True,0.0,23,128,0.1,256,False,True,0.7197914305146225,0.7998846597462514,0.11627906976744186,0.4819277108433735,0.1873536299765808,0.7069537994497677,0.6541577577590942,35
blitz,1,0.01,True,0.0,23,128,0.2,128,True,True,0.7624688279301747,0.7352941176470589,0.07272727272727272,0.3855421686746988,0.12237093690248566,0.6278998489414959,0.6848258972167969,5
blitz,1,0.01,True,0.0,23,128,0.2,128,False,True,0.7129335751530266,0.8500576701268743,0.10666666666666667,0.2891566265060241,0.15584415584415584,0.6644822779914328,0.6836707592010498,30
blitz,1,0.01,True,0.0,23,128,0.2,256,True,True,0.7085128088868737,0.9232987312572087,0.109375,0.08433734939759036,0.09523809523809525,0.6407142805017769,0.7880321741104126,20
blitz,1,0.01,True,0.0,23,128,0.2,256,False,True,0.746939469508048,0.71280276816609,0.09233791748526522,0.5662650602409639,0.1587837837837838,0.6849882874927937,0.6595793962478638,25
blitz,1,0.01,True,0.0,24,32,0.1,128,True,True,0.7966447517569711,0.7427912341407151,0.0957683741648107,0.5180722891566265,0.16165413533834588,0.6771872468675428,0.69093918800354,15
blitz,1,0.01,True,0.0,24,32,0.1,128,False,True,0.7778281568805259,0.5905420991926182,0.08586525759577279,0.7831325301204819,0.15476190476190477,0.7107631008589173,0.6407755613327026,10
blitz,1,0.01,True,0.0,24,32,0.1,256,True,True,0.7655860349127181,0.8373702422145328,0.13818181818181818,0.4578313253012048,0.2122905027932961,0.690680347069684,0.654884934425354,10
blitz,1,0.01,True,0.0,24,32,0.1,256,False,True,0.7977782815688053,0.5536332179930796,0.07503075030750307,0.7349397590361446,0.13616071428571427,0.6991965438981851,0.6583669185638428,5
blitz,1,0.01,True,0.0,24,32,0.2,128,True,True,0.681591475855815,0.7520184544405998,0.10297482837528604,0.5421686746987951,0.17307692307692307,0.6737428210722964,0.6887157559394836,25
blitz,1,0.01,True,0.0,24,32,0.2,128,False,True,0.6024710949897982,0.8298731257208766,0.1044776119402985,0.3373493975903614,0.15954415954415954,0.663591981493509,0.7154846787452698,15
blitz,1,0.01,True,0.0,24,32,0.2,256,True,True,0.6545001133529812,0.8973471741637832,0.13740458015267176,0.21686746987951808,0.16822429906542055,0.6739325563915262,0.6958904266357422,25
blitz,1,0.01,True,0.0,24,32,0.2,256,False,True,0.6580140557696668,0.696078431372549,0.09927797833935018,0.6626506024096386,0.1726844583987441,0.7139667087489875,0.6424117088317871,35
blitz,1,0.01,True,0.0,24,64,0.1,128,True,True,0.7270460213103604,0.9313725490196079,0.17857142857142858,0.12048192771084337,0.14388489208633093,0.6265644041946102,0.8307812213897705,20
blitz,1,0.01,True,0.0,24,64,0.1,128,False,True,0.7270460213103604,0.596885813148789,0.07923497267759563,0.6987951807228916,0.1423312883435583,0.6859953441871667,0.6597964763641357,35
blitz,1,0.01,True,0.0,24,64,0.1,256,True,True,0.7179777828156881,0.8713956170703575,0.1111111111111111,0.24096385542168675,0.1520912547528517,0.6407726606000015,0.6876521706581116,25
blitz,1,0.01,True,0.0,24,64,0.1,256,False,True,0.7150306053049195,0.6908881199538639,0.08133086876155268,0.5301204819277109,0.14102564102564102,0.6790481124984492,0.6480969190597534,25
blitz,1,0.01,True,0.0,24,64,0.2,128,True,True,0.6416912264792565,0.7450980392156863,0.09480812641083522,0.5060240963855421,0.1596958174904943,0.650135368852758,0.6770713329315186,15
blitz,1,0.01,True,0.0,24,64,0.2,128,False,True,0.665211970074813,0.6245674740484429,0.08600583090379009,0.7108433734939759,0.15344603381014305,0.6914976684448272,0.6629553437232971,35
blitz,1,0.01,True,0.0,24,64,0.2,256,True,True,0.6431648152346406,0.7491349480968859,0.08490566037735849,0.43373493975903615,0.1420118343195266,0.6679485963235133,0.6566387414932251,10
blitz,1,0.01,True,0.0,24,64,0.2,256,False,True,0.6871457719338019,0.7122260668973471,0.09689922480620156,0.6024096385542169,0.1669449081803005,0.6895273401297498,0.6376335620880127,25
blitz,1,0.01,True,0.0,24,128,0.1,128,True,True,0.7150306053049196,0.8229527104959631,0.1056338028169014,0.3614457831325301,0.1634877384196185,0.6786248567863215,0.7823435068130493,30
blitz,1,0.01,True,0.0,24,128,0.1,128,False,True,0.7293130809340285,0.5063437139561707,0.06815642458100558,0.7349397590361446,0.1247443762781186,0.6530616712762619,0.7029200196266174,5
blitz,1,0.01,True,0.0,24,128,0.1,256,True,True,0.666742235320789,0.7433679354094579,0.09049773755656108,0.4819277108433735,0.15238095238095237,0.6723854837885764,0.8171394467353821,25
blitz,1,0.01,True,0.0,24,128,0.1,256,False,True,0.6851054182725006,0.825836216839677,0.10469314079422383,0.3493975903614458,0.16111111111111112,0.6318259105470945,0.6950160264968872,25
blitz,1,0.01,True,0.0,24,128,0.2,128,True,True,0.5966334164588528,0.9209919261822376,0.11428571428571428,0.0963855421686747,0.10457516339869281,0.6212080301825108,0.8029049038887024,15
blitz,1,0.01,True,0.0,24,128,0.2,128,False,True,0.6515529358422127,0.6130334486735871,0.08,0.6746987951807228,0.1430395913154534,0.6935555669072413,0.6508117318153381,20
blitz,1,0.01,True,0.0,24,128,0.2,256,True,True,0.57622987984584,0.8079584775086506,0.08609271523178808,0.3132530120481928,0.13506493506493505,0.6423416257397854,0.8048784732818604,35
blitz,1,0.01,True,0.0,24,128,0.2,256,False,True,0.6527431421446384,0.7716262975778547,0.12289156626506025,0.6144578313253012,0.20481927710843376,0.7200017514029469,0.6792577505111694,15
blitz,1,0.01,True,0.0,25,32,0.1,128,True,True,0.6962140104284742,0.8765859284890427,0.0880503144654088,0.1686746987951807,0.11570247933884298,0.6673574978289901,0.7563227415084839,15
blitz,1,0.01,True,0.0,25,32,0.1,128,False,True,0.6805712990251643,0.6447520184544406,0.0842433697347894,0.6506024096385542,0.14917127071823205,0.6840323133843672,0.6473512649536133,35
blitz,1,0.01,True,0.0,25,32,0.1,256,True,True,0.7095896622081161,0.7785467128027682,0.10290237467018469,0.46987951807228917,0.16883116883116883,0.6754139513839732,0.6830580234527588,35
blitz,1,0.01,True,0.0,25,32,0.1,256,False,True,0.717977782815688,0.6908881199538639,0.09041591320072333,0.6024096385542169,0.15723270440251574,0.7094568461611436,0.6377516984939575,35
blitz,1,0.01,True,0.0,25,32,0.2,128,True,True,0.74467240988438,0.7993079584775087,0.1044776119402985,0.42168674698795183,0.1674641148325359,0.6689702480424424,0.7439767122268677,15
blitz,1,0.01,True,0.0,25,32,0.2,128,False,True,0.7655293584221265,0.8091118800461361,0.12874251497005987,0.5180722891566265,0.20623501199040767,0.7014149876307167,0.6461414694786072,30
blitz,1,0.01,True,0.0,25,32,0.2,256,True,True,0.7237587848560417,0.7675893886966552,0.1,0.4819277108433735,0.1656314699792961,0.6777053702392855,0.6488088965415955,35
blitz,1,0.01,True,0.0,25,32,0.2,256,False,True,0.724835638177284,0.7831603229527105,0.10298102981029811,0.4578313253012048,0.16814159292035397,0.6912787430764852,0.6605924367904663,35
blitz,1,0.01,True,0.0,25,64,0.1,128,True,True,0.6445250510088415,0.9019607843137255,0.12173913043478261,0.1686746987951807,0.1414141414141414,0.6748520429385623,0.8075802326202393,15
blitz,1,0.01,True,0.0,25,64,0.1,128,False,True,0.6962140104284743,0.7335640138408305,0.09766454352441614,0.5542168674698795,0.1660649819494585,0.6778951055585151,0.7195751070976257,10
blitz,1,0.01,True,0.0,25,64,0.1,256,True,True,0.6805712990251643,0.8679354094579008,0.11979166666666667,0.27710843373493976,0.16727272727272727,0.6643436252581496,0.7599741816520691,5
blitz,1,0.01,True,0.0,25,64,0.1,256,False,True,0.6712763545681253,0.7462514417531718,0.10244988864142539,0.5542168674698795,0.1729323308270677,0.7010428145045354,0.6680877208709717,10
blitz,1,0.01,True,0.0,25,64,0.2,128,True,True,0.741045114486511,0.7468281430219147,0.10444444444444445,0.5662650602409639,0.17636022514071295,0.6742025643458145,0.6766129732131958,35
blitz,1,0.01,True,0.0,25,64,0.2,128,False,True,0.746939469508048,0.6764705882352942,0.08216783216783216,0.5662650602409639,0.1435114503816794,0.6727795494515919,0.6788213849067688,35
blitz,1,0.01,True,0.0,25,64,0.2,256,True,True,0.6893561550668783,0.8269896193771626,0.10830324909747292,0.3614457831325301,0.16666666666666666,0.6508870126173988,0.7486420273780823,10
blitz,1,0.01,True,0.0,25,64,0.2,256,False,True,0.777828156880526,0.740484429065744,0.11205073995771671,0.6385542168674698,0.19064748201438847,0.7026117796443193,0.6467034816741943,25
blitz,1,0.01,True,0.0,25,128,0.1,128,True,True,0.6066651552935842,0.8731257208765859,0.11299435028248588,0.24096385542168675,0.15384615384615385,0.630395598140594,0.9026803970336914,30
blitz,1,0.01,True,0.0,25,128,0.1,128,False,True,0.6739968261165268,0.5882352941176471,0.07537012113055182,0.6746987951807228,0.13559322033898305,0.6527843658096955,0.7371893525123596,15
blitz,1,0.01,True,0.0,25,128,0.1,256,True,True,0.6572205849013829,0.8321799307958477,0.12318840579710146,0.40963855421686746,0.18941504178272983,0.6759977523662184,0.6765492558479309,10
blitz,1,0.01,True,0.0,25,128,0.1,256,False,True,0.6225345726592609,0.7641291810841984,0.0925,0.4457831325301205,0.15320910973084886,0.6845577342683878,0.6673842668533325,15
blitz,1,0.01,True,0.0,25,128,0.2,128,True,True,0.7373611425980503,0.8073817762399077,0.09120521172638436,0.3373493975903614,0.1435897435897436,0.6669926222150868,0.7379376292228699,25
blitz,1,0.01,True,0.0,25,128,0.2,128,False,True,0.7345839945590569,0.46539792387543255,0.06494845360824743,0.7590361445783133,0.11965811965811968,0.664752285945721,0.6641884446144104,35
blitz,1,0.01,True,0.0,25,128,0.2,256,True,True,0.6422013148945818,0.9140715109573241,0.11627906976744186,0.12048192771084337,0.1183431952662722,0.6268636021980107,1.1829543113708496,35
blitz,1,0.01,True,0.0,25,128,0.2,256,False,True,0.7100430741328497,0.6591695501730104,0.07666666666666666,0.5542168674698795,0.13469985358711564,0.6680215714462939,0.6890423893928528,15
blitz,1,0.01,True,0.5,21,32,0.1,128,True,True,0.5206611570247933,0.8073817762399077,0.08852459016393442,0.3253012048192771,0.13917525773195874,0.5576175081914575,0.7029433250427246,30
blitz,1,0.01,True,0.5,21,32,0.1,128,False,True,0.7520661157024793,0.629757785467128,0.03648424543946932,0.26506024096385544,0.0641399416909621,0.45516043580743326,0.7004595398902893,15
blitz,1,0.01,True,0.5,21,32,0.1,256,True,True,0.5206611570247933,0.8073817762399077,0.08852459016393442,0.3253012048192771,0.13917525773195874,0.5576175081914575,0.7029433250427246,30
blitz,1,0.01,True,0.5,21,32,0.1,256,False,True,0.7520661157024793,0.629757785467128,0.03648424543946932,0.26506024096385544,0.0641399416909621,0.45516043580743326,0.7004595398902893,15
blitz,1,0.01,True,0.5,21,32,0.2,128,True,True,0.6363636363636364,0.4129181084198385,0.05518553758325404,0.6987951807228916,0.10229276895943562,0.5919741959965847,0.6790637969970703,10
blitz,1,0.01,True,0.5,21,32,0.2,128,False,True,0.5816115702479339,0.5271049596309112,0.05115712545676005,0.5060240963855421,0.09292035398230088,0.5524508694985879,0.6917436122894287,5
blitz,1,0.01,True,0.5,21,32,0.2,256,True,True,0.6363636363636364,0.4129181084198385,0.05518553758325404,0.6987951807228916,0.10229276895943562,0.5919741959965847,0.6790637969970703,10
blitz,1,0.01,True,0.5,21,32,0.2,256,False,True,0.5816115702479339,0.5271049596309112,0.05115712545676005,0.5060240963855421,0.09292035398230088,0.5524508694985879,0.6917436122894287,5
blitz,1,0.01,True,0.5,21,64,0.1,128,True,True,0.7851239669421487,0.2370242214532872,0.0487627365356623,0.8072289156626506,0.09196980096087852,0.5761021067917946,0.7478348612785339,15
blitz,1,0.01,True,0.5,21,64,0.1,128,False,True,0.49173553719008267,0.41061130334486734,0.054976303317535544,0.6987951807228916,0.10193321616871705,0.5161749359643297,0.6926010251045227,25
blitz,1,0.01,True,0.5,21,64,0.1,256,True,True,0.7851239669421487,0.2370242214532872,0.0487627365356623,0.8072289156626506,0.09196980096087852,0.5761021067917946,0.7478348612785339,15
blitz,1,0.01,True,0.5,21,64,0.1,256,False,True,0.49173553719008267,0.41061130334486734,0.054976303317535544,0.6987951807228916,0.10193321616871705,0.5161749359643297,0.6926010251045227,25
blitz,1,0.01,True,0.5,21,64,0.2,128,True,True,0.6384297520661157,0.6407151095732411,0.07278481012658228,0.5542168674698795,0.1286713286713287,0.6254551823283443,0.6823545694351196,20
blitz,1,0.01,True,0.5,21,64,0.2,128,False,True,0.5805785123966942,0.45617070357554784,0.049266247379454925,0.5662650602409639,0.09064609450337512,0.5483423700860377,0.6915158033370972,20
blitz,1,0.01,True,0.5,21,64,0.2,256,True,True,0.6384297520661157,0.6407151095732411,0.07278481012658228,0.5542168674698795,0.1286713286713287,0.6254551823283443,0.6823545694351196,20
blitz,1,0.01,True,0.5,21,64,0.2,256,False,True,0.5805785123966942,0.45617070357554784,0.049266247379454925,0.5662650602409639,0.09064609450337512,0.5483423700860377,0.6915158033370972,20
blitz,1,0.01,True,0.5,21,128,0.1,128,True,True,0.40909090909090906,0.8979238754325259,0.03,0.03614457831325301,0.032786885245901634,0.5116358833273738,1.4000400304794312,10
blitz,1,0.01,True,0.5,21,128,0.1,128,False,True,0.5826446280991735,0.9400230680507498,0.0,0.0,0.0,0.49884334430392674,0.695930004119873,10
blitz,1,0.01,True,0.5,21,128,0.1,256,True,True,0.40909090909090906,0.8979238754325259,0.03,0.03614457831325301,0.032786885245901634,0.5116358833273738,1.4000400304794312,10
blitz,1,0.01,True,0.5,21,128,0.1,256,False,True,0.5826446280991735,0.9400230680507498,0.0,0.0,0.0,0.49884334430392674,0.695930004119873,10
blitz,1,0.01,True,0.5,21,128,0.2,128,True,True,0.6570247933884297,0.7445213379469435,0.0794392523364486,0.40963855421686746,0.13307240704500975,0.6229521356169683,0.6866751313209534,15
blitz,1,0.01,True,0.5,21,128,0.2,128,False,True,0.5805785123966942,0.43137254901960786,0.04804804804804805,0.5783132530120482,0.08872458410351201,0.5416724438638868,0.6919839978218079,5
blitz,1,0.01,True,0.5,21,128,0.2,256,True,True,0.6570247933884297,0.7445213379469435,0.0794392523364486,0.40963855421686746,0.13307240704500975,0.6229521356169683,0.6866751313209534,15
blitz,1,0.01,True,0.5,21,128,0.2,256,False,True,0.5805785123966942,0.43137254901960786,0.04804804804804805,0.5783132530120482,0.08872458410351201,0.5416724438638868,0.6919839978218079,5
blitz,1,0.01,True,0.5,22,32,0.1,128,True,True,0.7272727272727273,0.7773933102652826,0.07799442896935933,0.3373493975903614,0.12669683257918554,0.5897703472886093,0.862262487411499,35
