model,layers,learning_rate,under,oversample,seed,hidden_layer_size,test_split,batch_size,augment,weight_loss,accuracy,precision,recall,f1,auc_roc,test_loss,ga_mean,ga_std,ga_min,ga_max
blitz,1,0.001,True,0.0,21,64,0.1,128,True,True,0.2230769230769231,0.2230769230769231,0.3493975903614458,0.2723004694835681,0.71946173549437,0.8284058570861816,0.16,0.37,0.0,1.0
blitz,1,0.001,True,0.0,21,64,0.1,128,True,False,0.0,0.0,0.0,0.0,0.6586004830953128,0.18996787071228027,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.0,21,64,0.1,128,False,True,0.12607449856733524,0.12607449856733524,0.5301204819277109,0.20370370370370372,0.7172505892741164,0.661288857460022,0.12,0.32,0.0,1.0
blitz,1,0.001,True,0.0,21,64,0.1,128,False,False,0.0,0.0,0.0,0.0,0.6421227003714435,0.19917315244674683,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.0,22,64,0.1,128,True,True,0.13839285714285715,0.13839285714285715,0.37349397590361444,0.2019543973941368,0.7256281333693344,0.6773869395256042,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.0,22,64,0.1,128,True,False,0.0,0.0,0.0,0.0,0.6970291827516001,0.18355631828308105,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.0,22,64,0.1,128,False,True,0.0996309963099631,0.0996309963099631,0.6506024096385542,0.17279999999999998,0.725584348295666,0.6137139797210693,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.0,22,64,0.1,128,False,False,0.0,0.0,0.0,0.0,0.6916290236658323,0.1850224733352661,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.0,23,64,0.1,128,True,True,0.16993464052287582,0.16993464052287582,0.3132530120481928,0.22033898305084745,0.7148059226609649,0.8387836217880249,0.08,0.27,0.0,1.0
blitz,1,0.001,True,0.0,23,64,0.1,128,True,False,0.0,0.0,0.0,0.0,0.6861777819941182,0.18421564996242523,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.0,23,64,0.1,128,False,True,0.12302839116719243,0.12302839116719243,0.46987951807228917,0.195,0.7230740040720119,0.6859139204025269,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.0,23,64,0.1,128,False,False,0.0,0.0,0.0,0.0,0.6528062583465297,0.19315603375434875,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.5,21,64,0.1,128,True,True,0.13127413127413126,0.13127413127413126,0.40963855421686746,0.19883040935672516,0.7054724044573205,0.7040212154388428,0.08,0.27,0.0,1.0
blitz,1,0.001,True,0.5,21,64,0.1,128,True,False,0.17272727272727273,0.17272727272727273,0.2289156626506024,0.19689119170984457,0.6928331131917129,0.3021305799484253,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.5,21,64,0.1,128,False,True,0.08577405857740586,0.08577405857740586,0.4939759036144578,0.1461675579322638,0.6851488327629112,0.6602379679679871,0.08,0.27,0.0,1.0
blitz,1,0.001,True,0.5,21,64,0.1,128,False,False,0.11382113821138211,0.11382113821138211,0.3373493975903614,0.1702127659574468,0.6739544489283604,0.39597275853157043,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.5,22,64,0.1,128,True,True,0.11764705882352941,0.11764705882352941,0.5060240963855421,0.1909090909090909,0.7175570847897952,0.6715543866157532,0.0,0.0,0.0,0.0
blitz,1,0.001,True,0.5,22,64,0.1,128,True,False,0.10869565217391304,0.10869565217391304,0.18072289156626506,0.13574660633484162,0.6992257339472974,0.3091777265071869,0.08,0.27,0.0,1.0
blitz,1,0.001,True,0.5,22,64,0.1,128,False,True,0.08482871125611746,0.08482871125611746,0.6265060240963856,0.14942528735632185,0.6953215648785329,0.6433900594711304,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.5,22,64,0.1,128,False,False,0.108,0.108,0.3253012048192771,0.16216216216216217,0.6835141900126247,0.40791696310043335,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.5,23,64,0.1,128,True,True,0.1368421052631579,0.1368421052631579,0.3132530120481928,0.1904761904761905,0.7070705596462167,0.7748859524726868,0.12,0.32,0.0,1.0
blitz,1,0.001,True,0.5,23,64,0.1,128,True,False,0.20270270270270271,0.20270270270270271,0.18072289156626506,0.19108280254777069,0.7040056044894295,0.24955545365810394,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.5,23,64,0.1,128,False,True,0.08934707903780069,0.08934707903780069,0.6265060240963856,0.15639097744360902,0.6897900505717601,0.6597275733947754,0.04,0.2,0.0,1.0
blitz,1,0.001,True,0.5,23,64,0.1,128,False,False,0.10037174721189591,0.10037174721189591,0.3253012048192771,0.1534090909090909,0.6659636729838797,0.41417744755744934,0.04,0.2,0.0,1.0
blitz,1,0.001,True,1.0,21,64,0.1,128,True,True,0.11956521739130435,0.11956521739130435,0.39759036144578314,0.18384401114206128,0.6875716068392285,0.7466003894805908,0.0,0.0,0.0,0.0
blitz,1,0.001,True,1.0,21,64,0.1,128,True,False,0.11956521739130435,0.11956521739130435,0.39759036144578314,0.18384401114206128,0.6875716068392285,0.4116055369377136,0.16,0.37,0.0,1.0
blitz,1,0.001,True,1.0,21,64,0.1,128,False,True,0.081799591002045,0.081799591002045,0.4819277108433735,0.13986013986013987,0.6719695255887267,0.6735894680023193,0.04,0.2,0.0,1.0
blitz,1,0.001,True,1.0,21,64,0.1,128,False,False,0.081799591002045,0.081799591002045,0.4819277108433735,0.13986013986013987,0.6719695255887267,0.5876397490501404,0.12,0.32,0.0,1.0
blitz,1,0.001,True,1.0,22,64,0.1,128,True,True,0.10646387832699619,0.10646387832699619,0.3373493975903614,0.16184971098265893,0.6872651113235498,0.7719337344169617,0.08,0.27,0.0,1.0
blitz,1,0.001,True,1.0,22,64,0.1,128,True,False,0.10646387832699619,0.10646387832699619,0.3373493975903614,0.16184971098265893,0.6872651113235498,0.39088761806488037,0.0,0.0,0.0,0.0
blitz,1,0.001,True,1.0,22,64,0.1,128,False,True,0.07871720116618076,0.07871720116618076,0.6506024096385542,0.14044213263979197,0.6877905322075704,0.6424965858459473,0.08,0.27,0.0,1.0
blitz,1,0.001,True,1.0,22,64,0.1,128,False,False,0.07871720116618076,0.07871720116618076,0.6506024096385542,0.14044213263979197,0.6877905322075704,0.6842172145843506,0.04,0.2,0.0,1.0
blitz,1,0.001,True,1.0,23,64,0.1,128,True,True,0.09921671018276762,0.09921671018276762,0.4578313253012048,0.1630901287553648,0.6908189998029672,0.7483822703361511,0.0,0.0,0.0,0.0
blitz,1,0.001,True,1.0,23,64,0.1,128,True,False,0.09921671018276762,0.09921671018276762,0.4578313253012048,0.1630901287553648,0.6908189998029672,0.46698009967803955,0.04,0.2,0.0,1.0
blitz,1,0.001,True,1.0,23,64,0.1,128,False,True,0.08867924528301886,0.08867924528301886,0.5662650602409639,0.1533442088091354,0.6865353600957435,0.6661407947540283,0.08,0.27,0.0,1.0
blitz,1,0.001,True,1.0,23,64,0.1,128,False,False,0.08867924528301886,0.08867924528301886,0.5662650602409639,0.1533442088091354,0.6865353600957435,0.5989155769348145,0.08,0.27,0.0,1.0
blitz,1,0.001,False,0.0,21,64,0.1,128,True,True,0.2230769230769231,0.2230769230769231,0.3493975903614458,0.2723004694835681,0.71946173549437,0.8284058570861816,0.12,0.32,0.0,1.0
blitz,1,0.001,False,0.0,21,64,0.1,128,True,False,0.0,0.0,0.0,0.0,0.6586004830953128,0.18996787071228027,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.0,21,64,0.1,128,False,True,0.12607449856733524,0.12607449856733524,0.5301204819277109,0.20370370370370372,0.7172505892741164,0.661288857460022,0.08,0.27,0.0,1.0
blitz,1,0.001,False,0.0,21,64,0.1,128,False,False,0.0,0.0,0.0,0.0,0.6421227003714435,0.19917315244674683,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.0,22,64,0.1,128,True,True,0.13839285714285715,0.13839285714285715,0.37349397590361444,0.2019543973941368,0.7256281333693344,0.6773869395256042,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.0,22,64,0.1,128,True,False,0.0,0.0,0.0,0.0,0.6970291827516001,0.18355631828308105,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.0,22,64,0.1,128,False,True,0.0996309963099631,0.0996309963099631,0.6506024096385542,0.17279999999999998,0.725584348295666,0.6137139797210693,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.0,22,64,0.1,128,False,False,0.0,0.0,0.0,0.0,0.6916290236658323,0.1850224733352661,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.0,23,64,0.1,128,True,True,0.16993464052287582,0.16993464052287582,0.3132530120481928,0.22033898305084745,0.7148059226609649,0.8387836217880249,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.0,23,64,0.1,128,True,False,0.0,0.0,0.0,0.0,0.6861777819941182,0.18421564996242523,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.0,23,64,0.1,128,False,True,0.12302839116719243,0.12302839116719243,0.46987951807228917,0.195,0.7230740040720119,0.6859139204025269,0.08,0.27,0.0,1.0
blitz,1,0.001,False,0.0,23,64,0.1,128,False,False,0.0,0.0,0.0,0.0,0.6528062583465297,0.19315603375434875,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.5,21,64,0.1,128,True,True,0.25,0.25,0.39759036144578314,0.3069767441860465,0.7315610108514008,0.9558070302009583,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.5,21,64,0.1,128,True,False,0.40425531914893614,0.40425531914893614,0.2289156626506024,0.29230769230769227,0.7248108119941913,0.19776713848114014,0.08,0.27,0.0,1.0
blitz,1,0.001,False,0.5,21,64,0.1,128,False,True,0.24074074074074073,0.24074074074074073,0.46987951807228917,0.3183673469387755,0.7215415264936184,1.145126461982727,0.16,0.37,0.0,1.0
blitz,1,0.001,False,0.5,21,64,0.1,128,False,False,0.27350427350427353,0.27350427350427353,0.3855421686746988,0.32,0.7245043164785125,0.2440820187330246,0.2,0.4,0.0,1.0
blitz,1,0.001,False,0.5,22,64,0.1,128,True,True,0.1651376146788991,0.1651376146788991,0.43373493975903615,0.23920265780730898,0.7364722366145382,0.75873863697052,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.5,22,64,0.1,128,True,False,0.2231404958677686,0.2231404958677686,0.3253012048192771,0.2647058823529412,0.736910087351222,0.2439693808555603,0.0,0.0,0.0,0.0
blitz,1,0.001,False,0.5,22,64,0.1,128,False,True,0.15625,0.15625,0.4819277108433735,0.23598820058997047,0.7396612494800523,0.7495866417884827,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.5,22,64,0.1,128,False,False,0.2222222222222222,0.2222222222222222,0.3855421686746988,0.2819383259911894,0.7484328592382856,0.2640092372894287,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.5,23,64,0.1,128,True,True,0.24,0.24,0.2891566265060241,0.2622950819672131,0.7231323841702364,1.2567806243896484,0.16,0.37,0.0,1.0
blitz,1,0.001,False,0.5,23,64,0.1,128,True,False,0.3333333333333333,0.3333333333333333,0.2289156626506024,0.2714285714285714,0.7094495486488657,0.20951247215270996,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.5,23,64,0.1,128,False,True,0.19135802469135801,0.19135802469135801,0.37349397590361444,0.2530612244897959,0.7158713594535624,1.2786773443222046,0.04,0.2,0.0,1.0
blitz,1,0.001,False,0.5,23,64,0.1,128,False,False,0.19424460431654678,0.19424460431654678,0.3253012048192771,0.24324324324324328,0.7263432895725848,0.25329264998435974,0.12,0.32,0.0,1.0
blitz,1,0.001,False,1.0,21,64,0.1,128,True,True,0.36585365853658536,0.36585365853658536,0.3614457831325301,0.36363636363636365,0.7258397612253983,1.2802692651748657,0.04,0.2,0.0,1.0
blitz,1,0.001,False,1.0,21,64,0.1,128,True,False,0.36585365853658536,0.36585365853658536,0.3614457831325301,0.36363636363636365,0.7258397612253983,0.22078076004981995,0.08,0.27,0.0,1.0
blitz,1,0.001,False,1.0,21,64,0.1,128,False,True,0.2578125,0.2578125,0.39759036144578314,0.31279620853080564,0.7085227645895514,1.3601478338241577,0.04,0.2,0.0,1.0
blitz,1,0.001,False,1.0,21,64,0.1,128,False,False,0.2578125,0.2578125,0.39759036144578314,0.31279620853080564,0.7085227645895514,0.2737627327442169,0.16,0.37,0.0,1.0
blitz,1,0.001,False,1.0,22,64,0.1,128,True,True,0.24,0.24,0.3614457831325301,0.28846153846153844,0.7386031101997329,0.9029660820960999,0.0,0.0,0.0,0.0
blitz,1,0.001,False,1.0,22,64,0.1,128,True,False,0.24,0.24,0.3614457831325301,0.28846153846153844,0.7386031101997329,0.24715325236320496,0.04,0.2,0.0,1.0
blitz,1,0.001,False,1.0,22,64,0.1,128,False,True,0.18552036199095023,0.18552036199095023,0.4939759036144578,0.26973684210526316,0.7353922047973845,0.8604689836502075,0.0,0.0,0.0,0.0
blitz,1,0.001,False,1.0,22,64,0.1,128,False,False,0.18552036199095023,0.18552036199095023,0.4939759036144578,0.26973684210526316,0.7353922047973845,0.33413171768188477,0.0,0.0,0.0,0.0
blitz,1,0.001,False,1.0,23,64,0.1,128,True,True,0.23333333333333334,0.23333333333333334,0.3373493975903614,0.27586206896551724,0.7221764100618099,1.2366247177124023,0.04,0.2,0.0,1.0
blitz,1,0.001,False,1.0,23,64,0.1,128,True,False,0.23333333333333334,0.23333333333333334,0.3373493975903614,0.27586206896551724,0.7221764100618099,0.24994759261608124,0.0,0.0,0.0,0.0
blitz,1,0.001,False,1.0,23,64,0.1,128,False,True,0.248,0.248,0.37349397590361444,0.2980769230769231,0.7101063247538915,1.5642764568328857,0.2,0.4,0.0,1.0
