#{"t_start": 1635085209.065227, "env_id": null}
r,l,t,is_success
-8.667246,13,8661.945212,0
-4.365442,15,8663.720481,1
-8.291337,20,8666.459041,1
-7.69878,19,8668.780409,1
-7.091181,26,8671.935951,1
-6.775089,24,8674.736505,1
-6.593579,21,8677.174016,1
-7.612358,27,8680.273,1
-6.546643,25,8683.185092,1
-8.240654,29,8686.56611,1
-4.673514,17,8688.587257,1
-7.516568,19,8690.807983,1
-5.071282,16,8692.693945,1
-4.284563,19,8694.993549,1
-2.948238,13,8696.636025,1
-5.808948,23,8699.385008,1
-4.753485,15,8701.168732,1
-3.995616,15,8703.05973,1
-8.544803,20,8705.419971,1
-3.280237,15,8707.233601,1
-5.913096,17,8709.260036,1
-3.445765,14,8710.879729,1
-8.818717,31,8714.332115,1
-6.416059,20,8716.60745,1
-10.748789,36,8720.626893,1
-4.133863,15,8722.368133,1
-9.098255,22,8725.275179,1
-8.49989,31,8728.846688,1
-6.547876,23,8731.45206,1
-3.075688,14,8733.11609,1
-5.15316,21,8735.495382,1
-5.106566,17,8737.590256,1
-5.286081,17,8739.686389,1
-6.333511,24,8742.406321,1
-12.293906,37,8747.004512,1
-4.216524,16,8749.108955,1
-2.553003,11,8750.544088,1
-3.340852,13,8752.105429,1
-5.363075,17,8754.227653,1
-3.074932,14,8755.940893,1
-10.524371,23,8758.804488,1
-4.335727,16,8760.829949,1
-4.321586,18,8762.953037,1
-4.845847,15,8764.848988,1
-8.512837,20,8767.273369,1
-5.461454,22,8769.8247,1
-6.684671,19,8772.251148,1
-5.663792,17,8774.301437,1
-11.601725,30,8777.718662,1
-6.241827,19,8780.065532,1
-6.553322,18,8782.185652,1
-3.689347,15,8784.046357,1
-7.733398,22,8786.583116,1
-5.232728,17,8788.55383,1
-2.966877,12,8789.961777,1
-2.323899,11,8791.277389,1
-12.17746,37,8795.485805,1
-2.916654,12,8797.074494,1
-5.883607,17,8799.132672,1
-3.215267,13,8800.691515,1
-6.438408,18,8802.785781,1
-6.190468,17,8804.783788,1
-5.649234,17,8806.749084,1
-7.172769,19,8808.923796,1
-10.860218,34,8813.265215,1
-7.570849,21,8815.707866,1
-7.452126,27,8819.226697,1
-10.435946,34,8823.117383,1
-5.717679,17,8825.19774,1
-7.663825,27,8828.287584,1
-5.703599,17,8830.278802,1
-6.18795,18,8832.393115,1
-8.21534,20,8834.783515,1
-7.867452,24,8837.583988,1
-6.144169,21,8840.054471,1
-5.486803,17,8842.094178,1
-4.937597,16,8844.035566,1
-3.860715,14,8845.656066,1
-2.697144,12,8847.105401,1
-5.215411,18,8849.188669,1
-16.928296,100,8860.290795,0
-2.562288,12,8861.840681,1
-4.795343,15,8863.710504,1
-5.245418,19,8865.865174,1
-4.911229,16,8867.739984,1
-3.691101,15,8869.551143,1
-12.414698,36,8873.911345,1
-6.072058,23,8876.811229,1
-6.82701,26,8879.845044,1
-3.546417,14,8881.501801,1
-9.09581,21,8883.994735,1
-4.908567,15,8885.917582,1
-3.535458,15,8887.720922,1
-8.603277,20,8890.159152,1
-8.44624,21,8892.563294,1
-4.037421,15,8894.312488,1
-10.254442,32,8897.864379,1
-5.416009,21,8900.401126,1
-8.691175,20,8902.894953,1
-7.8824,23,8905.506628,1
-10.705261,15,8907.343534,0
-3.192871,13,8908.870458,1
-7.713918,19,8911.02066,1
-6.045898,19,8913.275255,1
-5.192549,15,8915.086658,1
-2.477078,12,8916.561461,1
-9.39228,21,8919.177085,1
-6.236193,26,8922.124311,1
-6.161659,17,8924.043766,1
-6.198851,17,8926.343915,1
-34.671745,100,8937.335966,0
-6.80595,25,8940.25688,1
-4.87836,20,8942.543545,1
-8.693653,42,8947.420292,1
-8.371493,28,8950.61319,1
-3.293988,14,8952.228327,1
-2.182004,11,8953.630259,1
-8.099586,36,8957.943118,1
-10.223642,33,8961.950437,1
-5.175169,16,8963.960165,1
-11.404948,25,8967.033716,1
-6.011795,17,8969.11524,1
-1.793596,10,8970.411869,1
-7.010643,18,8972.527427,1
-4.083697,17,8974.555159,1
-8.231638,20,8976.931632,1
-6.741215,24,8979.778227,1
-5.211807,17,8982.03063,1
-7.863835,25,8985.293908,1
-10.281964,34,8989.441584,1
-3.681525,14,8991.062156,1
-5.68431,17,8993.126988,1
-8.141459,21,8995.56779,1
-7.849561,20,8997.947495,1
-5.997047,19,9000.089201,1
-5.504473,16,9001.924249,1
-2.868926,14,9003.686435,1
-4.405997,15,9005.451439,1
-7.812009,36,9009.486888,1
-9.205383,23,9012.068281,1
-9.076998,39,9016.627893,1
-4.635011,17,9018.704876,1
-12.647619,36,9023.065422,1
-5.46012,25,9026.135281,1
-7.214862,27,9029.18041,1
-7.000724,27,9032.370412,1
-23.757461,100,9043.460815,0
-4.041187,17,9045.543874,1
-4.541491,15,9047.282803,1
-3.920348,15,9049.017359,1
-7.820689,20,9051.666246,1
-5.718154,18,9053.758763,1
-4.262933,18,9055.995255,1
-7.02388,26,9058.982141,1
-3.118609,13,9060.581827,1
-10.427588,32,9064.18672,1
-3.77556,14,9065.849615,1
-4.764065,20,9068.24628,1
-2.544128,13,9069.848699,1
-6.125139,24,9072.660363,1
-4.829091,16,9074.507876,1
-7.499101,28,9077.651951,1
-6.730613,18,9079.832477,1
-9.811176,32,9083.642971,1
-12.802308,38,9087.926536,1
-6.629,25,9091.146641,1
-4.098011,15,9093.039543,1
-4.478598,19,9095.277745,1
-7.405371,24,9098.352066,1
-8.251939,29,9101.623036,1
-4.642223,17,9103.745025,1
-2.922694,13,9105.163668,1
-6.799833,19,9107.449758,1
-8.631645,20,9109.840614,1
-2.813952,13,9111.462449,1
-6.608345,18,9113.501522,1
-3.834374,17,9115.433951,1
-11.471758,34,9119.190592,1
-10.201907,13,9120.70727,0
-4.539284,16,9122.843817,1
-2.708581,12,9124.272761,1
-7.937152,20,9126.538231,1
-2.14442,11,9127.898983,1
-7.143261,18,9130.035766,1
-6.089697,20,9132.307896,1
-7.951051,27,9135.71001,1
-3.944382,16,9137.693845,1
-6.877167,26,9140.634455,1
-11.628563,47,9145.899731,1
-4.769087,15,9147.653197,1
-5.103945,17,9149.592032,1
-5.561441,20,9151.87611,1
-7.659392,21,9154.233206,1
-6.433217,24,9157.246858,1
-1.823831,10,9158.466555,1
-6.404631,18,9161.009283,1
-5.393574,16,9162.944029,1
-6.754334,25,9165.840206,1
-8.810286,22,9168.46484,1
-10.588546,32,9172.333121,1
-13.114705,36,9176.312153,1
-7.427862,19,9178.485527,1
-5.349601,16,9180.357368,1
-4.224193,15,9182.167851,1
-3.209725,14,9183.86655,1
-6.826427,25,9186.82891,1
-6.723098,25,9189.712617,1
-10.847132,32,9193.314551,1
-3.678705,14,9194.931464,1
-8.643123,20,9197.519656,1
-3.324076,14,9199.16216,1
-6.610254,18,9201.222596,1
-6.364739,17,9203.379882,1
-5.719361,22,9206.021578,1
-7.369563,19,9208.263591,1
-6.09983,23,9210.996462,1
-9.511686,30,9214.389169,1
-7.227734,20,9216.649332,1
-3.758552,15,9218.365718,1
-6.26378,18,9220.447913,1
-2.919681,15,9222.179717,1
-7.873095,19,9224.446213,1
-4.097477,15,9226.207085,1
-3.758845,14,9227.900232,1
-9.863848,32,9231.601941,1
-5.999828,17,9233.572317,1
-3.909867,16,9235.369587,1
-3.109252,14,9236.962626,1
-5.458184,17,9238.9077,1
-6.102747,17,9240.841321,1
-6.174479,24,9243.541597,1
-27.834727,100,9254.953057,0
-2.091224,11,9256.240267,1
-4.711641,20,9258.524089,1
-5.180613,16,9260.375449,1
-8.54785,12,9261.879627,0
-5.743911,22,9264.430317,1
-10.979653,34,9268.19535,1
-3.223231,13,9269.736957,1
-3.192322,13,9271.237269,1
-6.929031,20,9273.792721,1
-10.617386,22,9276.574012,1
-4.590379,17,9278.496395,1
-13.324719,39,9282.915819,1
-7.986404,21,9285.31118,1
-6.947675,23,9287.897574,1
-6.572766,18,9290.054267,1
-7.462299,26,9293.063048,1
-5.920321,23,9295.711648,1
-6.77972,26,9298.697499,1
-7.937247,19,9300.823956,1
-5.097411,17,9302.747341,1
-5.975702,17,9304.863113,1
-8.339182,20,9307.368789,1
-5.788355,19,9309.554475,1
-7.220477,18,9311.913868,1
-5.915965,18,9313.987581,1
-2.118109,11,9315.373358,1
-13.984589,38,9320.151044,1
-7.453968,29,9323.450013,1
-6.550761,19,9325.623606,1
-2.453846,12,9327.028148,1
-7.823675,19,9329.181365,1
-4.430092,14,9330.79131,1
-6.086602,17,9332.788479,1
-4.684833,16,9334.608225,1
-5.879033,17,9336.546376,1
-8.389392,19,9338.723051,1
-10.098411,23,9341.352576,1
-3.77273,13,9342.917739,1
-6.114617,21,9345.292027,1
-6.176904,18,9347.329643,1
-2.398602,12,9348.716097,1
-7.648094,19,9350.955932,1
-6.02774,18,9352.992369,1
-5.530478,16,9354.837251,1
-4.991441,16,9356.839819,1
-9.72843,31,9360.442486,1
-2.956017,13,9362.093337,1
-18.094643,100,9373.189108,0
-3.906291,17,9375.237798,1
-3.649533,14,9376.903972,1
-7.674406,26,9379.819201,1
-6.436818,23,9382.587824,1
-6.787943,25,9385.45862,1
-3.628544,13,9386.979649,1
-5.73864,17,9388.90282,1
-4.206815,15,9390.649454,1
-14.618648,48,9396.077629,1
-4.394795,16,9397.938129,1
-10.439849,59,9404.60421,1
-4.190257,14,9406.225978,1
-10.137022,33,9409.90248,1
-5.326638,17,9411.862918,1
-3.74198,13,9413.350257,1
-10.42683,24,9416.053952,1
-8.019339,28,9419.476076,1
-6.057508,17,9421.40626,1
-10.14281,9,9422.561584,0
-5.757726,23,9425.221099,1
-5.925782,16,9427.05633,1
-6.738718,19,9429.269976,1
-5.39768,18,9431.312134,1
-4.09131,14,9433.28345,1
-5.052237,16,9435.157125,1
-6.166034,22,9437.733198,1
-8.175429,20,9440.258234,1
-13.322236,38,9444.821662,1
-12.496337,48,9450.904792,1
-5.028224,16,9452.729061,1
-4.548252,15,9454.439528,1
-9.597503,21,9456.877793,1
-2.967395,13,9458.373844,1
-7.093241,18,9460.448502,1
-11.089376,11,9461.775212,0
-6.417356,21,9464.23224,1
-5.17472,16,9466.050954,1
-3.9733,15,9467.811897,1
-8.223325,21,9470.322403,1
-7.746966,9,9471.454941,0
-6.889564,18,9473.53659,1
-4.009778,16,9475.370443,1
-7.264113,20,9477.900743,1
-10.777195,24,9480.857899,1
-6.907382,19,9483.02102,1
-5.966693,17,9484.960526,1
-11.870964,34,9488.802686,1
-2.996321,13,9490.316749,1
-7.748469,21,9492.707756,1
-2.884303,13,9494.305608,1
-7.017804,26,9497.226158,1
-5.778518,22,9499.773992,1
-3.298975,13,9501.475372,1
-7.056535,18,9503.585406,1
-8.713669,29,9507.081574,1
-3.53048,15,9508.911089,1
-6.870766,22,9511.402172,1
-5.30622,17,9513.327622,1
-9.753864,31,9516.785725,1
-9.475875,22,9519.4307,1
-6.110365,23,9522.071371,1
-8.345255,19,9524.220156,1
-3.759136,14,9525.903632,1
-7.752333,22,9528.472178,1
-6.623377,17,9530.747444,1
-6.757583,19,9532.940854,1
-1.689443,10,9534.180951,1
-5.294372,15,9535.941877,1
-10.993652,33,9539.618429,1
-6.021848,20,9541.938223,1
-4.530038,18,9544.158543,1
-2.014473,11,9545.507665,1
-6.973171,18,9547.563308,1
-2.88733,13,9549.120246,1
-7.879616,27,9552.137842,1
-3.166341,13,9553.683218,1
-4.121575,15,9555.513424,1
-4.242722,16,9557.385621,1
-4.373059,15,9559.238509,1
-8.116704,30,9562.612398,1
-6.216095,23,9565.206855,1
-6.047141,17,9567.303281,1
-6.231233,23,9569.93621,1
-10.203454,31,9573.492623,1
-5.048473,21,9575.952588,1
-4.483865,17,9577.876626,1
-3.271859,14,9579.497153,1
-5.68639,19,9581.743295,1
-9.254086,31,9585.402233,1
-6.287642,24,9588.302814,1
-9.989057,22,9590.905215,1
-7.035287,18,9593.219541,1
-7.900633,20,9595.754924,1
-7.349646,19,9597.943158,1
-3.595449,13,9599.453043,1
-3.312734,14,9601.075329,1
-3.835811,15,9602.847183,1
-12.580615,38,9607.079315,1
-8.433042,20,9609.378196,1
-6.007405,17,9611.356563,1
-7.065188,19,9613.541213,1
-8.661236,29,9617.010202,1
-6.445486,24,9619.737959,1
-11.666152,29,9623.165324,1
-5.436911,19,9625.345121,1
-11.161066,25,9628.129823,1
-8.566933,32,9631.812925,1
-1.822783,10,9633.000458,1
-7.300277,20,9635.289016,1
-20.451983,100,9646.374984,0
-3.213839,13,9648.114633,1
-11.080844,24,9650.792279,1
-4.087026,14,9652.465753,1
-3.443974,14,9654.127761,1
-5.750025,20,9656.393963,1
-6.608078,18,9658.782088,1
-5.657202,17,9660.712421,1
-7.250705,19,9662.892483,1
-16.733932,71,9670.715897,1
-4.596631,15,9672.494713,1
-6.554864,21,9675.17422,1
-9.260695,21,9677.676364,1
-4.351159,15,9679.525288,1
-3.532263,14,9681.176635,1
-5.056151,15,9682.945052,1
-6.138926,19,9685.191736,1
-2.249551,12,9686.583533,1
-5.371104,18,9688.734501,1
-3.567733,14,9690.460485,1
-5.548786,19,9692.635875,1
-8.207964,20,9694.900298,1
-5.405182,19,9697.265868,1
-6.765683,17,9699.273401,1
-9.416287,21,9701.623691,1
-9.446032,31,9705.355185,1
-7.334662,26,9708.274108,1
-4.390125,15,9709.982456,1
-2.163403,11,9711.288035,1
-3.1083,14,9713.118583,1
-6.913262,27,9716.205784,1
-13.204673,38,9720.554319,1
-10.974176,24,9723.243862,1
-9.298528,21,9725.786255,1
-6.631413,23,9728.520795,1
-7.060811,18,9730.67386,1
-4.380838,15,9732.41954,1
-5.667695,18,9734.577818,1
-15.933386,100,9745.873227,0
-9.260978,31,9749.608216,1
-5.131983,18,9751.740902,1
-5.564228,16,9753.672446,1
-5.094191,19,9755.874679,1
-5.942478,20,9758.195476,1
-5.584517,19,9760.313594,1
-6.674348,17,9762.334787,1
-6.733861,18,9764.470394,1
-5.254473,16,9766.346753,1
-4.87597,16,9768.169676,1
-6.985854,19,9770.314101,1
-6.900952,19,9772.460415,1
-7.28314,32,9776.121103,1
-7.202047,26,9779.088764,1
-2.042657,11,9780.382487,1
-8.669228,36,9784.382372,1
-6.052497,17,9786.547568,1
-4.984234,18,9788.654663,1
-3.346838,15,9790.341272,1
-7.073117,24,9793.044454,1
-11.816338,35,9797.094096,1
-3.533992,13,9798.590333,1
-5.211468,16,9800.411065,1
-3.679653,14,9802.031197,1
-6.086871,17,9804.006867,1
-3.32989,13,9805.508449,1
-3.40706,14,9807.251757,1
-13.425789,18,9809.397232,0
-3.909014,14,9811.126768,1
-8.720767,29,9814.788011,1
-5.295427,18,9816.855067,1
-2.954378,12,9818.290542,1
-7.961006,32,9821.842676,1
-3.453218,13,9823.348442,1
-8.541303,20,9825.779233,1
-5.562155,19,9828.189259,1
-5.336775,16,9830.211347,1
-1.863912,10,9831.415193,1
-9.228849,21,9833.867541,1
-5.927712,16,9835.74765,1
-3.553021,13,9837.352064,1
-4.00074,18,9839.55486,1
-5.157466,19,9841.7077,1
-8.070782,21,9844.319646,1
-3.581125,15,9846.027656,1
-5.663121,16,9847.850226,1
-3.689735,15,9849.602853,1
-3.10115,13,9851.139279,1
-4.188476,15,9852.982814,1
-5.923086,17,9855.009161,1
-9.693627,31,9858.661551,1
-3.971596,17,9860.666205,1
-3.144955,14,9862.388407,1
-5.489271,18,9864.535593,1
-3.861566,15,9866.310485,1
-5.372858,18,9868.519678,1
-4.518298,17,9870.615676,1
-3.323581,12,9872.018839,1
-6.00133,20,9874.445094,1
-4.528353,15,9876.232782,1
-4.841152,20,9878.557389,1
-3.54904,13,9880.079533,1
-6.397005,18,9882.193622,1
-5.58122,19,9884.767657,1
-7.316404,25,9887.663679,1
-6.343869,24,9890.439451,1
-6.653359,25,9893.623068,1
-2.436968,12,9895.031716,1
-7.745269,29,9898.318394,1
-6.332018,20,9900.642482,1
-7.150034,19,9902.802735,1
-2.004311,10,9904.011344,1
-6.026881,23,9906.764365,1
-8.156031,20,9909.249405,1
-8.155868,27,9912.244542,1
-5.687736,18,9914.374271,1
-6.598379,25,9917.273088,1
-5.346116,21,9919.961025,1
-6.530506,25,9922.844331,1
-5.256831,21,9925.309659,1
-5.213929,16,9927.412368,1
-6.999016,26,9930.362969,1
-6.998374,18,9932.470837,1
-10.810108,33,9936.197508,1
-5.975211,17,9938.209523,1
-5.114307,21,9940.629345,1
-3.366005,12,9942.102808,1
-7.215623,18,9944.269694,1
-4.906444,17,9946.276859,1
-11.354206,17,9948.426187,0
-6.980221,19,9950.622842,1
-6.399859,24,9953.380532,1
-5.295546,21,9955.762852,1
-8.238819,10,9957.10769,0
-5.168166,15,9958.839779,1
-6.788373,25,9961.874048,1
-11.981282,35,9965.891866,1
-7.27041,26,9969.15501,1
-6.424934,18,9971.373878,1
-5.444144,16,9973.339451,1
-4.836756,17,9975.411311,1
-4.269537,17,9977.339552,1
-6.957756,18,9979.40654,1
-6.897152,26,9982.49189,1
-10.577714,34,9986.505506,1
-4.003412,13,9988.120809,1
-5.763193,19,9990.306066,1
-5.169022,17,9992.383246,1
-9.816148,23,9995.172987,1
-4.473224,14,9996.792251,1
-3.22751,14,9998.455391,1
-6.383105,25,10001.468154,1
-6.422658,24,10004.518988,1
-4.3935,14,10006.153516,1
-4.235926,16,10008.080787,1
-9.058307,21,10010.502726,1
-5.183956,17,10012.670461,1
-6.936558,27,10015.930296,1
-8.927938,36,10020.087357,1
-4.833705,19,10022.279812,1
-6.775624,26,10025.311996,1
-8.125353,20,10027.566907,1
-7.610246,30,10030.942379,1
-4.646287,15,10032.627711,1
-1.971616,11,10033.936456,1
-2.475645,12,10035.314589,1
-2.602871,12,10036.884301,1
-6.581413,19,10039.111467,1
-5.802554,19,10041.581818,1
-4.410125,15,10043.408743,1
-8.789314,29,10046.802479,1
-3.20836,15,10048.567537,1
-8.367291,29,10051.919463,1
-7.648384,28,10055.284002,1
-2.84697,12,10056.704526,1
-6.217129,19,10058.848135,1
-5.856079,17,10060.831063,1
-8.319462,35,10064.837066,1
-2.873774,13,10066.402845,1
-5.230145,16,10068.392309,1
-8.13847,20,10070.664254,1
-6.624033,18,10073.035885,1
-4.407839,15,10074.821504,1
-12.714846,55,10081.114157,1
-3.646904,15,10082.961946,1
-2.824873,14,10084.6255,1
-6.850734,22,10087.333703,1
-6.860385,18,10089.528063,1
-9.383596,30,10093.115038,1
-6.798297,25,10096.068489,1
-5.839486,23,10098.785808,1
-10.352912,32,10102.449249,1
-9.931158,32,10106.166095,1
-6.348942,18,10108.366157,1
-6.361095,24,10111.206104,1
-2.765033,13,10112.712016,1
-6.539246,24,10115.418044,1
-8.076445,8,10116.453588,0
-9.538527,22,10118.990533,1
-5.794965,16,10120.980683,1
-7.668845,20,10123.439286,1
-6.195324,17,10125.42706,1
-4.251147,14,10127.105744,1
-2.906877,14,10128.741977,1
-6.656407,19,10131.037111,1
-5.813979,16,10132.93304,1
-9.669418,31,10136.881678,1
-5.531694,17,10139.215984,1
-8.216044,20,10141.688278,1
-9.566962,15,10143.582164,0
-5.989933,19,10145.765837,1
-6.521151,19,10148.039706,1
-11.051872,33,10151.967198,1
-6.179986,20,10154.324256,1
-4.14106,15,10156.038977,1
-15.203826,42,10161.148207,1
-6.578575,25,10164.108837,1
-9.784805,22,10166.813177,1
-4.004394,20,10169.373378,1
-5.752273,22,10172.121013,1
-3.878576,16,10174.094531,1
-6.773133,18,10176.231033,1
-5.766598,22,10178.782461,1
-5.319917,15,10180.5909,1
-6.269461,18,10182.647209,1
-9.941777,32,10186.688948,1
-6.970328,27,10189.632877,1
-7.340393,18,10191.772282,1
-6.164163,24,10194.616945,1
-5.51311,16,10196.512781,1
-6.824192,25,10199.408272,1
-6.1831,18,10201.454847,1
-9.186756,21,10203.847289,1
-6.767654,18,10205.930219,1
-8.886863,22,10208.791583,1
-4.735427,17,10210.789484,1
-6.866832,18,10212.881486,1
-10.113492,22,10215.430966,1
-9.773965,44,10220.468406,1
-6.37603,24,10223.452999,1
-3.145869,12,10224.870561,1
-9.999913,22,10227.426156,1
-7.706342,29,10231.119501,1
-5.638729,22,10233.829245,1
-8.605905,29,10237.450809,1
-4.804409,15,10239.274723,1
-5.596945,28,10242.619186,1
-7.050129,18,10244.758366,1
-8.380012,27,10248.09245,1
-5.097616,15,10249.948722,1
-9.601174,32,10254.32624,1
-3.833555,15,10256.266819,1
-6.258121,17,10258.389262,1
-3.078341,14,10260.273365,1
-6.196908,23,10263.224155,1
-4.769833,15,10265.275683,1
-5.324207,16,10267.419062,1
-12.815117,35,10271.982723,1
-5.686708,17,10274.143546,1
-9.794752,22,10277.159122,1
-5.002921,17,10279.305647,1
-10.039255,22,10282.183539,1
-2.351284,12,10283.737436,1
-3.047586,14,10285.586842,1
-9.28981,30,10290.021535,1
-5.993436,17,10292.3983,1
-8.800745,20,10295.033482,1
-6.310828,18,10297.43819,1
-7.745439,20,10300.049337,1
-8.34248,37,10304.978974,1
-6.210361,18,10307.12487,1
-1.473982,9,10308.324366,1
-3.349429,14,10310.030607,1
-4.876162,15,10311.899658,1
-8.817803,29,10315.161784,1
-7.290053,27,10318.383698,1
-9.132379,29,10321.866392,1
-2.459699,11,10323.263137,1
-6.743642,25,10326.178049,1
-5.95104,17,10328.219676,1
-3.9257,14,10330.048628,1
-3.858328,13,10331.638614,1
-16.726803,100,10343.273808,0
-2.987309,13,10345.026763,1
-4.371374,15,10346.895913,1
-4.726402,15,10348.74771,1
-7.983298,30,10352.790857,1
-6.900371,19,10355.41981,1
-2.751123,12,10357.083452,1
-3.656989,14,10359.127991,1
-8.151369,28,10362.910237,1
-5.804509,17,10365.309579,1
-5.565374,22,10368.238262,1
-5.152151,21,10371.115821,1
-4.074217,15,10373.167546,1
-5.935883,24,10376.184064,1
-7.004204,25,10379.041634,1
-8.826934,21,10381.446843,1
-6.84868,18,10383.596105,1
-5.347171,21,10386.136305,1
-4.705337,15,10388.035131,1
-10.830471,33,10392.160731,1
-7.298246,19,10394.481617,1
-3.681102,13,10396.28845,1
-12.149943,38,10400.527381,1
-6.756359,26,10403.511874,1
-8.356011,23,10406.198772,1
-6.958829,25,10409.125477,1
-6.605047,26,10412.224128,1
-8.192986,20,10414.564121,1
-3.716756,14,10416.302563,1
-3.894374,15,10418.106255,1
-1.858874,10,10419.321348,1
-6.945316,26,10422.598988,1
-7.790965,31,10426.091212,1
-9.716889,32,10429.676876,1
-7.439502,28,10433.456468,1
-5.394397,21,10435.824072,1
-3.753276,14,10437.457039,1
-10.880239,34,10441.447208,1
-8.246069,20,10443.70831,1
-12.618154,31,10447.301105,1
-9.704928,11,10448.616637,0
-9.527144,22,10451.242016,1
-2.631381,12,10452.669091,1
-7.965861,26,10455.634467,1
-5.139388,21,10458.120847,1
-1.838806,11,10459.424084,1
-6.54621,24,10462.276326,1
-5.97415,17,10464.462813,1
-3.320971,14,10466.165494,1
-7.774673,9,10467.403072,0
-5.947413,26,10470.490697,1
-3.840987,14,10472.257259,1
-5.556546,21,10474.78871,1
-4.219031,14,10476.434645,1
-8.392462,27,10479.488756,1
-2.788991,13,10481.035778,1
-10.530703,33,10485.069186,1
-12.703962,37,10489.373956,1
-7.576,27,10492.378987,1
-4.092772,15,10494.270916,1
-9.55137,31,10497.779194,1
-9.711178,13,10499.374734,0
-10.765979,23,10502.016055,1
-8.301192,21,10504.587523,1
-7.988954,27,10507.715847,1
-7.824975,20,10510.382588,1
-15.685909,39,10515.636719,0
-4.055406,15,10517.572045,1
-5.163213,17,10519.737102,1
-10.478102,20,10522.356735,0
-9.137528,21,10524.78007,1
-6.000505,22,10527.308172,1
-9.099069,22,10530.038446,1
-12.260956,36,10534.674848,1
-2.654298,13,10536.259364,1
-8.634379,9,10537.395828,0
-8.139667,27,10540.412066,1
-4.779817,16,10542.220958,1
-5.613044,17,10544.241961,1
-8.627516,27,10547.327888,1
-6.574798,22,10549.976145,1
-7.376988,27,10553.182922,1
-5.364407,18,10555.253283,1
-7.408996,27,10558.334209,1
-6.390446,18,10560.512719,1
-9.445702,31,10563.93878,1
-10.908107,12,10565.340147,0
-9.047143,21,10567.798702,1
-4.111762,16,10569.70182,1
-5.371181,18,10571.850032,1
-7.508347,32,10575.425097,1
-6.579259,25,10578.29986,1
-3.888545,15,10580.086813,1
-13.416113,39,10584.612029,1
-10.535629,19,10587.025258,0
-6.236644,22,10589.494474,1
-3.936775,17,10591.448351,1
-3.746033,15,10593.159202,1
-10.95419,40,10597.601285,1
-10.436117,20,10600.019483,0
-6.459246,20,10602.325214,1
-5.253273,16,10604.264481,1
-5.58206,17,10606.296628,1
-5.068135,20,10608.771506,1
-3.874362,14,10610.51825,1
-6.352254,23,10613.123804,1
-7.152802,19,10615.331156,1
-1.662266,9,10616.394124,1
-6.580483,18,10618.775356,1
-11.227988,25,10621.755179,1
-3.732289,15,10623.463233,1
-1.850113,10,10624.66834,1
-4.886891,15,10626.408139,1
-6.673751,25,10629.20181,1
-3.724443,13,10630.779223,1
-5.169181,20,10633.244245,1
-6.200498,17,10635.15881,1
-17.934508,100,10646.329739,0
-4.553817,19,10648.550811,1
-4.637151,15,10650.25086,1
-5.453109,16,10652.291218,1
-6.831997,25,10655.170551,1
-7.022165,23,10658.075022,1
-8.868915,20,10660.402088,1
-4.544351,16,10662.224329,1
-7.665583,30,10665.627238,1
-7.703885,24,10668.483908,1
-5.79989,17,10670.422257,1
-1.973682,10,10671.643528,1
-9.614786,31,10675.166831,1
-5.475911,17,10677.242891,1
-11.332026,47,10682.453494,1
-4.821963,15,10684.228726,1
-9.735938,22,10686.868956,1
-7.066021,26,10689.756376,1
-5.590944,16,10691.597868,1
-5.233682,17,10693.595524,1
-2.870793,13,10695.111379,1
-7.669279,10,10696.428839,0
-7.660277,19,10698.592636,1
-7.556183,23,10701.259245,1
-4.057688,15,10703.065257,1
-6.382298,24,10706.011872,1
-2.193121,11,10707.284205,1
-8.673232,30,10710.812573,1
-3.771226,15,10712.554446,1
-3.587284,15,10714.281821,1
-1.969472,11,10715.63069,1
-5.034466,15,10717.379143,1
-12.783262,38,10721.616671,1
-4.110938,15,10723.391709,1
-4.530187,19,10725.510102,1
-4.847505,16,10727.38989,1
-5.713051,25,10730.207798,1
-5.556516,17,10732.215713,1
-6.381552,18,10734.374803,1
-4.480294,15,10736.16714,1
-13.54962,46,10741.23153,1
-10.773795,35,10745.799521,1
-5.450671,22,10748.277497,1
-7.856201,10,10749.541646,0
-6.471999,18,10751.646133,1
-9.162041,36,10755.656779,1
-9.596949,21,10758.081686,1
-6.247712,23,10760.671239,1
-6.25193,23,10763.401648,1
-3.317929,14,10765.035594,1
-7.985859,29,10768.285822,1
-4.821101,15,10770.016514,1
-5.694391,17,10771.999841,1
-4.313696,16,10773.818151,1
-4.638428,16,10775.630687,1
-7.019391,26,10778.625552,1
-6.484384,24,10781.590418,1
-7.773916,19,10783.72193,1
-10.773733,14,10785.381028,0
-9.684247,23,10788.276881,1
-3.225932,13,10789.889863,1
-12.877535,38,10794.114971,1
-4.927696,17,10796.294511,1
-10.390331,10,10797.480449,0
-5.462225,17,10799.389016,1
-5.424944,21,10801.81957,1
-3.399538,14,10803.452725,1
-7.582956,20,10805.77381,1
-5.278691,21,10808.241435,1
-4.436069,18,10810.315574,1
-3.171812,13,10811.876456,1
-5.565117,22,10814.672008,1
-7.660512,19,10816.909825,1
-8.999711,21,10819.386883,1
-4.743024,14,10821.216327,1
-3.807463,15,10822.981156,1
-9.51715,37,10827.336942,1
-6.694788,25,10830.179015,1
-3.571194,15,10832.05642,1
-2.712084,13,10833.62946,1
-5.831781,21,10836.053648,1
-10.604746,24,10838.814844,1
-6.206318,17,10840.74922,1
-8.693144,35,10844.71789,1
-3.534528,13,10846.191114,1
-5.130182,21,10848.943855,1
