#{"t_start": 1635085209.065227, "env_id": null}
r,l,t,is_success
-3.451135,14,12991.228373,1
-3.638538,14,12992.826891,1
-8.846459,22,12995.432171,1
-6.730621,23,12997.981196,1
-9.305714,8,12999.000269,0
-5.009101,18,13001.025986,1
-2.377159,12,13002.453929,1
-9.01782,20,13004.776661,1
-3.333585,14,13006.365194,1
-12.468115,35,13010.615017,1
-4.886522,17,13012.520181,1
-8.475649,20,13014.916741,1
-5.522982,22,13017.3702,1
-4.779506,15,13019.148623,1
-4.972535,17,13021.101547,1
-3.849027,14,13022.746587,1
-11.010645,32,13026.71309,1
-6.787592,25,13029.812177,1
-7.489296,26,13032.691086,1
-4.837267,15,13034.408457,1
-8.591908,28,13037.533906,1
-6.259514,24,13040.251933,1
-7.990945,27,13043.282456,1
-5.720985,16,13045.146735,1
-7.911464,20,13047.463444,1
-8.473068,21,13049.803535,1
-11.409485,24,13052.475079,1
-5.438895,16,13054.350525,1
-9.926895,22,13056.876087,1
-17.972247,100,13068.592395,0
-5.268018,18,13070.800992,1
-2.006436,11,13072.185774,1
-10.242055,23,13074.935082,1
-4.416019,15,13076.797022,1
-4.921873,15,13078.484931,1
-3.951431,15,13080.281453,1
-5.978853,25,13083.245447,1
-4.41098,16,13085.064596,1
-3.311724,14,13086.689898,1
-7.181783,25,13089.520256,1
-7.837978,28,13092.613002,1
-6.782546,21,13095.102432,1
-3.255682,13,13096.588383,1
-3.568844,14,13098.212058,1
-4.870665,20,13100.526103,1
-3.224837,13,13102.127727,1
-9.413636,21,13104.59423,1
-6.57791,17,13106.566587,1
-9.411903,30,13110.158402,1
-4.980821,15,13111.873425,1
-5.761423,16,13113.689861,1
-6.394224,17,13115.683619,1
-2.817698,12,13117.145108,1
-10.591531,23,13119.919203,1
-5.499246,21,13122.380282,1
-18.308844,100,13133.298858,0
-6.073706,17,13135.243833,1
-4.537638,15,13137.121955,1
-8.807263,20,13139.36441,1
-10.03922,31,13142.795869,1
-3.991735,15,13144.583998,1
-2.130001,10,13145.726974,1
-4.469808,15,13147.451604,1
-3.903103,14,13149.051934,1
-5.578606,17,13151.090473,1
-3.381606,12,13152.706472,1
-3.200263,13,13154.185037,1
-8.072666,20,13156.521494,1
-5.965965,23,13159.044516,1
-5.614289,16,13160.836614,1
-9.424734,27,13163.801891,1
-6.860639,25,13166.664727,1
-5.192346,17,13168.582879,1
-7.69369,26,13171.596152,1
-3.620223,14,13173.224906,1
-3.46935,13,13174.760368,1
-2.840433,12,13176.182644,1
-4.108076,16,13178.031746,1
-4.322509,14,13179.742979,1
-5.378628,17,13181.79465,1
-2.078999,10,13182.980151,1
-5.395302,16,13185.123168,1
-3.021814,13,13186.703325,1
-8.748852,29,13190.042456,1
-6.728152,18,13192.130695,1
-2.791242,13,13193.690927,1
-3.60809,16,13195.655684,1
-3.679458,15,13197.429912,1
-4.879598,15,13199.132292,1
-7.43373,26,13202.098398,1
-6.446371,24,13204.846794,1
-7.619792,20,13207.181271,1
-10.390461,20,13209.47994,0
-6.370476,17,13211.706651,1
-7.584471,19,13213.871392,1
-3.505754,15,13215.663728,1
-9.075842,32,13219.665853,1
-6.530207,18,13221.792178,1
-5.435749,16,13223.754903,1
-4.191687,14,13225.440541,1
-1.771427,9,13226.486143,1
-9.807044,32,13230.109032,1
-5.294764,18,13232.424385,1
-3.034349,13,13233.94638,1
-6.006289,23,13236.584027,1
-2.228532,12,13238.028736,1
-5.034749,15,13239.750779,1
-4.958226,16,13241.584586,1
-6.014701,23,13244.456654,1
-12.728165,35,13248.355921,1
-6.587697,24,13251.216232,1
-7.504991,18,13253.449941,1
-5.43167,16,13255.249963,1
-11.230334,24,13258.088775,1
-6.189844,17,13260.037635,1
-6.464558,25,13262.911502,1
-4.308654,15,13264.661916,1
-5.312172,16,13266.517773,1
-4.191185,14,13268.122779,1
-8.07364,28,13271.311746,1
-6.041163,20,13273.645895,1
-4.778524,16,13275.654972,1
-8.306226,28,13278.755225,1
-5.347597,16,13280.58293,1
-5.673203,16,13282.535158,1
-5.702016,18,13284.741247,1
-10.079318,21,13287.359678,1
-7.268456,18,13289.839221,1
-5.755829,18,13291.941538,1
-9.494527,14,13293.619756,0
-6.84933,19,13295.835364,1
-7.581146,20,13298.137536,1
-5.18544,17,13300.095885,1
-4.792288,17,13302.113349,1
-8.033953,19,13304.242167,1
-7.989814,20,13306.59338,1
-3.047161,12,13307.96202,1
-7.035483,18,13310.193872,1
-11.307021,42,13314.934945,1
-6.595868,17,13316.879431,1
-7.485776,19,13319.121481,1
-5.760885,16,13320.93248,1
-5.41631,19,13323.139038,1
-7.471301,27,13326.183033,1
-4.820665,16,13328.109596,1
-8.896784,20,13330.417503,1
-9.815285,12,13331.927268,0
-8.018265,19,13334.091951,1
-11.164175,23,13336.738877,1
-5.88634,23,13339.769251,1
-2.973054,13,13341.264516,1
-4.054465,14,13343.188428,1
-5.40316,18,13345.294133,1
-7.907188,19,13347.614259,1
-6.140335,17,13349.596316,1
-5.857043,19,13351.715527,1
-4.192968,14,13353.314884,1
-5.247285,16,13355.422404,1
-9.171868,21,13357.792864,1
-4.298459,14,13359.522209,1
-3.586653,14,13361.302233,1
-6.511571,24,13363.997274,1
-2.460848,12,13365.373254,1
-5.254599,21,13367.969025,1
-9.021348,21,13370.432738,1
-3.401737,13,13371.902251,1
-7.218307,27,13375.221327,1
-5.961842,17,13377.42071,1
-6.777063,17,13379.49373,1
-3.988474,15,13381.248868,1
-5.925052,23,13383.831422,1
-8.732109,20,13386.382001,1
-8.14475,20,13388.735048,1
-6.82352,18,13390.864548,1
-6.338239,18,13392.88901,1
-5.98256,22,13395.512333,1
-2.769692,13,13397.046797,1
-9.458149,21,13399.45213,1
-4.863222,17,13401.367263,1
-4.279045,15,13403.042445,1
-5.915167,18,13405.17647,1
-7.683788,19,13407.302757,1
-4.311562,16,13409.362659,1
-9.468472,32,13413.032272,1
-13.642847,39,13418.096072,1
-9.666722,23,13420.773343,1
-8.275249,20,13423.06922,1
-10.140482,22,13425.522373,1
-9.464713,30,13428.993278,1
-8.364406,20,13431.368542,1
-2.532682,11,13432.654076,1
-17.107204,100,13444.070248,0
-11.590117,35,13448.057031,1
-4.803621,17,13449.993609,1
-4.772313,15,13451.708469,1
-4.809643,20,13453.988867,1
-6.593224,25,13456.852679,1
-7.003618,26,13459.862962,1
-3.584579,16,13461.762631,1
-9.032991,21,13464.141257,1
-7.098564,27,13467.240652,1
-4.687896,15,13468.962894,1
-4.473531,15,13470.735128,1
-5.711448,18,13472.86866,1
-2.598327,13,13474.381187,1
-6.41887,18,13476.692765,1
-6.701128,18,13478.938609,1
-6.447898,17,13480.972927,1
-4.794087,17,13483.047706,1
-2.726886,12,13484.552814,1
-3.694722,14,13486.185135,1
-9.553844,22,13489.008399,1
-8.461995,28,13492.25654,1
-8.760018,20,13494.518574,1
-5.67563,22,13497.099663,1
-7.330789,33,13500.799006,1
-2.481007,11,13502.142894,1
-4.203457,15,13503.933166,1
-6.460788,21,13506.311325,1
-8.673862,21,13508.697094,1
-9.92263,28,13511.822225,1
-3.521154,14,13513.412453,1
-6.918741,25,13516.250419,1
-6.11798,24,13519.141865,1
-3.050676,13,13520.656651,1
-2.46319,12,13522.082103,1
-8.209263,29,13525.567658,1
-4.045707,15,13527.329206,1
-2.764804,13,13528.815928,1
-9.259545,21,13531.345866,1
-7.622531,27,13534.320677,1
-5.439522,17,13536.256415,1
-12.167386,57,13542.493516,1
-7.701802,19,13544.767753,1
-9.825372,30,13548.180253,1
-9.973648,31,13551.806546,1
-2.845447,12,13553.240295,1
-6.658817,25,13556.141148,1
-4.917891,17,13558.172947,1
-9.161637,30,13561.653915,1
-3.71758,15,13563.364135,1
-6.182661,18,13565.397139,1
-2.165724,12,13566.809346,1
-3.49398,14,13568.455422,1
-4.15857,18,13570.507585,1
-3.954033,13,13572.000041,1
-7.352863,18,13574.14796,1
-10.284382,23,13576.846542,1
-6.050374,17,13578.940888,1
-7.327232,19,13581.158737,1
-4.599768,17,13583.399714,1
-6.283763,18,13585.49216,1
-4.442774,15,13587.248198,1
-5.61028,16,13589.148139,1
-5.156249,21,13591.69918,1
-3.570987,13,13593.260422,1
-8.444869,28,13596.57112,1
-6.249862,19,13598.72859,1
-5.292953,16,13600.556266,1
-5.843125,16,13602.390662,1
-3.537195,14,13604.003613,1
-6.33148,24,13606.882423,1
-3.118644,12,13608.350849,1
-2.655651,11,13609.677617,1
-4.778194,15,13611.544548,1
-6.981196,19,13613.720328,1
-5.064153,15,13615.481948,1
-4.64155,16,13617.535815,1
-2.165784,11,13618.872392,1
-5.991046,22,13621.433805,1
-4.155394,17,13623.431084,1
-8.353698,12,13624.900529,0
-8.616626,21,13627.281492,1
-9.826613,22,13629.769345,1
-5.619569,17,13631.757967,1
-3.830906,14,13633.394306,1
-4.470536,15,13635.143041,1
-2.988245,13,13636.758741,1
-5.565424,22,13639.566379,1
-5.457506,22,13642.133319,1
-7.062406,18,13644.247137,1
-4.655454,16,13646.086422,1
-6.220195,17,13648.080338,1
-11.050401,30,13651.670585,1
-6.949838,24,13654.431537,1
-4.470421,14,13656.053237,1
-6.192803,23,13658.591988,1
-6.645224,18,13660.652276,1
-1.366726,8,13661.652454,1
-2.934871,14,13663.248366,1
-6.172612,24,13666.080539,1
-5.369947,16,13668.227371,1
-6.482602,25,13671.04699,1
-6.105061,18,13673.132101,1
-8.749678,21,13675.622019,1
-8.968793,21,13678.014008,1
-5.188367,20,13680.411748,1
-5.938372,23,13683.078018,1
-5.628159,17,13685.131821,1
-3.52964,14,13686.899106,1
-7.879678,19,13689.09282,1
-9.291974,31,13692.675906,1
-8.840808,11,13694.076307,0
-7.554947,27,13697.206,1
-3.724909,13,13698.772508,1
-6.650656,18,13700.841037,1
-3.628734,15,13702.543366,1
-2.24643,11,13703.855046,1
-6.108726,24,13706.578604,1
-3.058483,12,13707.99626,1
-6.707459,24,13710.760814,1
-6.92589,25,13714.059527,1
-10.381434,40,13718.600384,1
-9.22252,11,13720.029544,0
-9.800974,15,13721.820327,0
-6.514094,17,13723.83645,1
-5.59108,16,13725.732498,1
-6.24471,17,13727.778509,1
-7.685514,27,13731.150575,1
-15.928438,55,13737.155439,1
-3.687209,14,13738.792246,1
-12.9887,35,13742.738991,1
-5.719186,23,13745.330183,1
-8.012566,19,13747.775099,1
-7.996864,28,13750.889517,1
-7.19923,33,13754.673529,1
-5.853693,19,13756.837024,1
-8.501717,29,13760.277074,1
-4.706284,18,13762.338758,1
-7.210692,27,13765.701839,1
-4.70822,15,13767.751944,1
-7.162561,25,13770.539284,1
-12.241732,34,13775.070176,1
-9.275938,30,13778.460068,1
-8.911611,29,13781.918484,1
-9.643811,28,13785.064929,1
-7.104899,26,13788.147601,1
-3.485033,15,13789.940909,1
-5.543521,16,13791.935951,1
-3.821395,15,13793.703509,1
-11.745344,34,13797.783131,1
-4.699994,16,13799.605849,1
-4.540354,16,13801.484952,1
-5.142612,16,13803.534986,1
-6.041386,17,13805.480559,1
-5.444679,16,13807.650446,1
-7.368803,27,13810.964709,1
-6.507862,24,13813.905972,1
-7.196374,24,13816.699337,1
-6.831067,24,13819.410222,1
-4.721188,16,13821.306206,1
-5.356919,22,13823.816054,1
-5.862624,16,13825.841567,1
-6.423777,24,13828.67884,1
-7.62113,20,13830.993921,1
-6.680966,17,13833.159707,1
-8.038971,19,13835.334014,1
-6.621424,18,13837.401163,1
-5.545917,16,13839.222079,1
-1.682011,10,13840.419043,1
-5.347579,20,13842.777025,1
-4.835598,16,13844.581534,1
-12.898809,39,13849.47292,1
-5.646018,16,13851.333416,1
-7.966179,20,13853.751656,1
-8.855728,29,13856.963085,1
-4.856943,20,13859.21242,1
-3.009652,13,13860.832352,1
-9.670494,31,13864.475261,1
-5.061999,18,13866.576614,1
-7.219089,19,13869.060454,1
-6.318226,17,13871.093096,1
-9.703841,35,13874.917559,1
-4.657069,16,13876.83025,1
-4.642282,14,13878.597292,1
-2.576764,13,13880.194149,1
-6.103344,23,13882.940162,1
-1.800624,10,13884.318796,1
-4.069104,15,13886.265373,1
-4.895126,16,13888.13445,1
-6.841551,18,13890.534872,1
-11.39002,22,13893.134527,0
-3.969299,13,13894.696682,1
-8.835591,20,13897.18635,1
-6.115316,17,13899.16936,1
-3.822063,14,13900.797456,1
-3.434627,13,13902.302353,1
-3.310551,15,13904.030253,1
-4.759314,20,13906.290697,1
-3.641616,14,13908.023119,1
-8.603327,28,13911.296261,1
-6.049062,23,13914.038926,1
-5.155227,18,13916.098178,1
-8.448932,27,13919.157392,1
-7.152128,18,13921.162556,1
-5.978762,16,13923.016563,1
-8.769058,30,13926.459783,1
-7.163283,23,13929.223064,1
-12.235379,37,13933.856293,1
-4.504823,19,13936.033358,1
-10.243159,22,13938.51296,1
-4.889205,19,13940.667579,1
-11.166464,35,13944.524043,1
-5.186216,16,13946.424161,1
-9.03436,22,13948.940671,1
-2.5322,13,13950.618073,1
-5.993721,16,13952.462783,1
-12.546903,37,13956.690841,1
-7.917393,25,13959.493686,1
-5.022747,15,13961.239402,1
-5.542621,18,13963.300733,1
-1.922188,10,13964.534645,1
-1.613182,9,13965.647402,1
-3.561504,13,13967.337228,1
-6.015633,17,13969.376818,1
-5.159245,15,13971.111321,1
-3.333259,14,13972.767099,1
-6.631245,19,13974.803902,1
-9.728025,30,13978.151141,1
-13.045247,35,13982.008495,1
-9.067525,22,13984.383351,1
-6.8011,18,13986.384587,1
-3.311128,14,13987.886492,1
-5.073461,15,13989.748875,1
-6.071455,19,13991.96817,1
-5.913937,16,13993.919866,1
-7.626384,20,13996.912884,1
-2.951393,11,13998.418757,1
-5.228226,16,14000.439278,1
-5.032797,19,14002.673306,1
-4.524368,14,14004.55205,1
-5.68404,23,14007.567537,1
-10.866701,35,14012.207008,1
-3.945398,14,14014.108333,1
-5.759271,23,14017.188372,1
-7.775296,19,14019.486698,1
-2.937731,13,14021.057006,1
-3.856609,16,14023.000592,1
-10.437782,33,14027.167446,1
-4.33331,15,14028.972639,1
-6.657938,18,14031.207926,1
-7.442793,26,14034.344532,1
-4.839977,20,14036.93142,1
-5.71362,16,14038.969269,1
-5.631717,21,14041.599179,1
-4.384134,18,14043.84156,1
-9.358004,34,14047.812427,1
-5.253156,17,14049.836092,1
-8.810902,29,14053.44816,1
-10.933709,34,14057.532208,1
-7.063892,20,14059.890592,1
-5.004283,20,14062.300478,1
-2.337007,11,14063.754011,1
-6.811263,18,14066.009279,1
-7.245233,19,14068.281524,1
-3.981305,14,14069.951684,1
-2.96461,11,14071.38499,1
-11.43409,35,14075.701484,1
-5.832094,17,14077.822903,1
-7.227843,18,14080.066194,1
-5.391114,15,14082.11388,1
-4.039677,14,14083.933095,1
-3.662761,14,14085.613843,1
-6.759252,24,14088.54937,1
-5.134821,16,14090.481534,1
-6.513926,19,14092.736211,1
-4.906237,20,14095.142881,1
-6.380898,23,14097.851526,1
-6.979472,18,14100.077363,1
-6.814682,20,14102.540143,1
-4.352663,15,14104.483551,1
-3.338002,13,14106.12245,1
-7.844038,19,14108.402616,1
-11.506538,24,14111.258573,1
-7.893812,20,14113.658055,1
-10.653314,34,14117.963179,1
-2.917981,13,14119.53633,1
-4.484798,16,14121.47084,1
-6.002147,19,14123.983533,1
-9.079731,21,14126.69273,1
-7.527674,19,14129.150658,1
-7.821955,27,14132.743022,1
-7.078838,26,14135.812487,1
-10.617607,32,14139.552224,1
-3.856039,14,14141.469586,1
-7.366705,26,14144.806269,1
-5.574512,17,14146.901941,1
-10.317433,20,14149.344508,0
-3.714769,17,14151.456685,1
-6.454231,17,14153.52816,1
-5.679256,16,14155.518197,1
-1.658508,9,14156.684756,1
-9.774785,15,14158.562876,0
-9.879311,15,14160.519604,0
-1.998815,10,14161.744881,1
-4.440414,16,14163.743884,1
-12.188043,67,14171.645116,1
-10.402594,33,14175.685645,1
-2.753395,13,14177.295483,1
-6.863565,19,14179.543073,1
-6.736377,18,14181.673819,1
-5.022754,19,14183.944825,1
-2.828338,13,14185.517107,1
-4.171476,17,14187.580824,1
-7.530639,35,14191.675735,1
-6.755743,17,14193.872379,1
-8.842059,20,14196.293788,1
-5.60779,17,14198.346634,1
-2.990058,15,14200.192601,1
-5.032403,20,14202.598547,1
-4.016281,14,14204.39831,1
-5.998532,16,14206.291949,1
-4.457555,16,14208.28935,1
-9.835537,26,14211.318782,1
-1.973059,11,14212.794956,1
-5.933664,17,14214.828796,1
-3.164972,12,14216.330694,1
-7.929504,19,14218.606426,1
-4.200653,16,14220.565004,1
-4.285249,16,14222.507945,1
-6.555543,24,14225.433255,1
-11.349142,33,14229.815186,1
-6.695157,24,14232.800539,1
-6.743102,18,14234.988868,1
-7.824102,19,14237.251314,1
-4.33587,15,14239.1522,1
-9.428889,14,14240.967968,0
-1.581828,9,14242.133122,1
-3.959132,14,14243.875819,1
-8.591801,20,14246.290072,1
-11.83852,41,14251.034822,1
-6.971483,25,14253.979399,1
-6.98024,25,14257.071515,1
-6.142117,17,14259.227967,1
-8.436906,20,14261.701719,1
-8.83689,20,14264.095362,1
-6.344323,24,14266.903333,1
-7.281282,18,14269.027938,1
-3.572879,13,14270.651542,1
-10.630947,11,14272.116791,0
-3.038735,11,14273.6105,1
-7.462794,19,14275.998633,1
-6.315065,18,14278.181967,1
-9.315409,21,14280.659283,1
-3.038895,13,14282.219283,1
-6.793333,18,14284.406645,1
-6.602648,21,14286.868571,1
-6.539788,25,14289.814018,1
-3.485753,15,14291.597552,1
-4.920597,16,14293.652867,1
-5.96909,23,14296.635691,1
-9.666126,23,14299.346322,1
-10.01563,22,14301.945559,1
-10.474083,33,14306.166369,1
-4.536741,16,14308.095943,1
-4.72245,16,14310.03551,1
-4.674978,15,14311.921353,1
-2.361136,12,14313.380316,1
-10.467478,23,14316.14663,1
-5.451993,16,14318.153496,1
-6.586385,25,14321.192712,1
-4.400127,15,14322.99566,1
-3.502842,14,14324.6993,1
-7.517002,20,14327.104024,1
-3.384692,13,14328.690935,1
-10.782891,9,14329.90156,0
-7.655208,19,14332.200854,1
-8.623913,29,14335.590858,1
-9.696538,26,14338.64207,1
-5.879337,18,14340.885258,1
-4.063917,15,14342.746046,1
-5.683553,23,14345.623173,1
-7.955148,19,14347.946721,1
-6.361951,24,14350.766188,1
-10.378655,31,14354.443172,1
-6.421142,24,14357.295273,1
-7.095025,19,14359.583046,1
-4.390279,15,14361.466381,1
-5.579895,18,14363.67589,1
-5.742056,23,14366.399526,1
-10.66833,34,14370.776928,1
-6.511122,23,14373.709512,1
-8.199155,31,14377.717899,1
-5.013169,15,14379.540158,1
-8.239532,20,14382.014286,1
-4.34757,14,14383.706028,1
-6.452033,19,14386.115592,1
-4.390831,15,14388.096655,1
-6.694705,25,14391.227355,1
-10.158245,23,14393.98264,1
-9.718704,9,14395.111574,0
-5.508016,16,14397.046845,1
-10.89679,17,14399.233054,0
-3.711887,14,14400.949698,1
-2.473242,12,14402.454576,1
-6.746273,25,14405.538676,1
-6.260705,23,14408.303282,1
-3.409632,15,14410.118183,1
-5.347698,16,14412.048146,1
-14.134883,37,14416.584201,1
-5.821618,16,14418.504411,1
-6.07825,17,14420.581668,1
-10.782388,31,14424.238397,1
-33.033003,100,14435.743377,0
-4.418046,14,14437.620411,1
-4.466716,15,14439.546344,1
-14.007455,21,14442.148519,0
-4.39879,15,14443.94188,1
-6.561448,17,14446.18793,1
-6.773177,25,14449.204815,1
-4.388523,14,14450.938415,1
-6.858113,18,14453.368527,1
-16.115801,46,14458.965175,1
-9.904807,27,14462.15775,1
-3.372351,13,14463.689176,1
-6.344985,24,14466.623925,1
-8.351069,28,14470.536293,1
-6.976254,18,14473.175087,1
-7.080469,19,14475.657351,1
-6.270017,17,14477.952159,1
-4.688234,15,14480.005588,1
-1.892447,10,14481.31784,1
-6.976654,25,14484.379824,1
-7.969607,27,14487.665976,1
-2.767598,14,14489.453955,1
-5.02722,16,14491.564991,1
-6.174641,23,14494.531892,1
-5.842331,17,14497.088141,1
-3.558562,14,14499.069229,1
-7.615554,26,14502.257168,1
-7.337162,27,14505.526477,1
-5.636096,21,14508.081844,1
-6.152732,17,14510.184127,1
-3.774084,14,14511.859818,1
-7.613101,19,14514.096028,1
-7.5289,24,14516.891854,1
-11.086656,33,14520.88411,1
-4.283551,18,14522.998771,1
-2.318132,11,14524.403153,1
-8.173916,28,14527.648729,1
-4.10609,14,14529.314387,1
-2.480631,12,14530.769116,1
-6.041766,24,14533.896394,1
-9.316886,30,14537.394109,1
-7.075406,26,14540.519767,1
-9.783168,31,14544.121425,1
-6.883645,19,14546.377722,1
-5.036611,17,14548.393663,1
-7.356835,19,14550.670964,1
-9.215216,28,14553.953048,1
-6.101665,21,14556.40116,1
-3.62968,14,14558.094548,1
-1.7953,9,14559.21131,1
-8.323399,28,14562.554237,1
-2.651387,12,14564.002771,1
-8.947821,20,14566.337751,1
-5.592829,21,14568.910198,1
-3.499976,14,14570.605219,1
-2.91859,12,14572.156429,1
-5.889799,24,14575.016027,1
-7.29936,19,14577.359239,1
-5.752581,22,14580.062493,1
-2.66077,12,14581.658049,1
-3.44416,13,14583.351399,1
-2.198698,10,14584.56791,1
-5.469046,22,14587.15505,1
-7.145598,18,14589.347725,1
-4.217068,14,14591.023812,1
-4.156775,15,14592.877376,1
-6.055423,17,14595.16887,1
-7.91519,30,14598.665955,1
-5.93495,17,14600.818684,1
-8.580604,20,14603.26373,1
-7.676206,28,14606.902141,1
-18.876896,96,14617.947116,1
-7.427447,19,14620.224063,1
-2.176439,11,14621.582912,1
-5.41537,16,14623.562661,1
-4.947129,15,14625.389973,1
-4.334434,15,14627.324664,1
-5.628828,22,14629.939322,1
-2.653093,12,14631.39164,1
-3.812306,15,14633.404158,1
-9.576208,21,14636.010892,1
-5.285843,17,14638.230063,1
-6.841782,19,14640.500724,1
-5.294345,18,14642.615211,1
-5.682477,22,14645.184145,1
-2.31416,11,14646.576368,1
-6.202696,25,14649.636874,1
-5.505223,16,14651.621423,1
-3.107962,14,14653.447295,1
-5.150027,20,14655.817784,1
-3.647016,14,14657.503702,1
-5.182109,21,14659.996478,1
-5.866768,20,14662.485625,1
-11.255297,34,14666.819531,1
-6.634308,18,14669.005519,1
-10.549906,29,14672.448607,1
-5.037837,16,14674.355463,1
-4.953483,16,14676.317966,1
-2.407845,12,14677.782162,1
-5.146268,16,14679.722985,1
-5.513881,23,14682.498676,1
-2.693355,13,14684.134871,1
-7.274563,26,14687.256423,1
-5.412555,17,14689.317295,1
-3.627863,14,14691.06603,1
-6.242129,17,14693.348404,1
-2.332323,11,14694.727839,1
-11.423282,17,14696.967069,0
-8.289952,20,14699.484405,1
-5.381714,27,14702.808279,1
-2.575375,13,14704.353257,1
-7.886363,19,14706.662416,1
-3.786842,14,14708.345292,1
-3.795797,15,14710.213568,1
-6.208922,24,14713.09289,1
-7.471999,20,14715.446891,1
-7.206511,20,14717.891904,1
-15.059855,41,14723.312568,1
-3.293399,13,14724.889001,1
-2.986092,13,14726.492618,1
-12.489912,38,14730.953384,1
-7.139069,18,14733.072504,1
-6.50132,18,14735.20908,1
-6.044834,22,14737.811248,1
-2.374796,12,14739.325012,1
-11.736447,34,14743.384745,1
-4.606337,20,14745.901668,1
-5.862923,16,14747.881515,1
-5.412329,17,14749.915238,1
-4.64352,15,14751.795689,1
-16.322476,95,14762.706898,1
-7.883388,28,14765.99786,1
-9.621774,21,14768.503242,1
-5.408343,16,14770.387427,1
-7.710133,25,14773.404269,1
-4.807325,18,14775.639126,1
-7.706036,20,14778.024038,1
-11.626017,35,14782.204585,1
-1.591557,9,14783.336858,1
-6.281253,23,14786.09296,1
-5.771986,21,14788.671995,1
-6.748491,19,14790.978105,1
-5.797013,16,14793.119048,1
-3.422311,13,14794.700222,1
-3.087976,12,14796.246684,1
-8.027664,19,14798.622485,1
-7.547942,35,14802.710808,1
-6.399836,18,14804.934721,1
-7.328782,19,14807.30868,1
-6.441958,19,14809.726832,1
-2.39397,12,14811.173596,1
-2.683346,13,14812.875219,1
-4.803627,20,14815.350221,1
-6.208623,18,14817.473382,1
-12.480743,36,14821.703701,1
-5.830611,18,14823.875279,1
-7.697576,27,14827.056697,1
-2.182893,11,14828.467038,1
-1.49122,9,14829.591115,1
-4.83101,16,14831.511243,1
-3.106721,14,14833.313256,1
-1.995936,11,14834.668858,1
-6.150537,23,14837.391738,1
-1.960325,11,14838.828583,1
-2.480559,11,14840.188245,1
-8.169268,29,14843.608085,1
-7.155969,26,14846.639574,1
-3.795908,15,14848.458506,1
-6.823537,19,14850.764614,1
-8.539634,30,14854.270653,1
-2.757447,13,14855.950087,1
-5.086757,17,14858.247576,1
-5.003245,15,14860.040841,1
-3.93081,14,14861.759395,1
-8.665035,20,14864.181417,1
-4.085857,14,14865.905826,1
-17.383654,74,14874.386631,1
-7.466011,26,14877.551069,1
-7.503394,19,14879.787273,1
-4.054633,15,14881.692845,1
-8.137622,28,14885.237642,1
-5.239724,16,14887.134367,1
-6.535994,24,14889.935455,1
-6.154601,18,14892.154308,1
-1.950982,10,14893.410527,1
-5.272326,21,14896.125351,1
-6.385227,24,14899.015871,1
-3.663804,14,14900.861062,1
-8.888375,20,14903.214424,1
-3.433569,13,14904.79413,1
-3.419501,13,14906.431482,1
-2.368668,12,14907.872494,1
-4.957284,17,14909.882293,1
-4.972661,20,14912.258487,1
-5.465217,19,14914.538834,1
-8.010221,20,14916.896618,1
-10.090201,34,14920.830206,1
-6.149612,23,14923.787864,1
-5.531179,16,14925.689568,1
-2.873355,12,14927.251011,1
-6.929849,18,14929.473891,1
-7.265902,19,14931.800662,1
-6.192786,17,14933.882525,1
-3.653967,14,14935.575932,1
-8.286451,20,14938.095927,1
-2.312761,10,14939.307003,1
-6.441158,25,14942.215658,1
-6.605969,24,14945.034818,1
-10.456672,23,14947.826107,1
-3.631187,16,14949.732396,1
-6.388898,24,14952.6306,1
-8.896116,29,14956.027538,1
-4.822221,16,14957.987792,1
-3.73281,14,14959.665446,1
-10.178274,22,14962.440071,1
-6.879113,23,14965.238219,1
-8.90154,21,14967.705444,1
-6.283588,19,14970.013341,1
-6.22013,17,14972.219118,1
-8.622826,20,14974.627032,1
-4.288142,15,14976.617397,1
-8.190188,28,14980.285257,1
-7.570381,28,14983.65424,1
-4.804061,15,14985.510323,1
-11.415527,33,14989.470082,1
-2.903515,12,14990.903104,1
-5.816427,18,14993.117948,1
-9.336761,13,14994.724713,0
-7.871893,21,14997.185334,1
-7.581636,19,14999.412653,1
-5.461831,16,15001.312541,1
-3.242053,14,15003.06447,1
-9.530448,21,15005.825316,1
-1.811306,10,15007.197607,1
-6.935539,18,15009.38991,1
-9.396622,30,15012.889758,1
-5.405263,16,15014.891659,1
-6.043102,17,15016.957694,1
-4.450977,14,15018.700579,1
-4.184133,15,15020.556149,1
-2.565424,12,15022.062509,1
-4.239839,15,15023.871035,1
-5.452793,17,15025.97269,1
-5.500733,17,15027.993025,1
-2.438549,12,15029.486863,1
-5.196427,16,15031.48033,1
-3.567177,13,15033.040035,1
-6.400303,17,15035.054891,1
-7.045745,19,15037.293746,1
-4.666005,15,15039.170229,1
-7.101743,26,15042.195491,1
-10.933765,33,15046.195121,1
-6.984015,25,15049.302574,1
-2.781959,12,15050.746375,1
-8.202851,28,15054.428311,1
-5.523531,22,15057.031305,1
-6.529682,24,15059.900049,1
-6.244256,17,15061.914412,1
-6.444678,25,15064.898539,1
-6.451571,18,15067.098423,1
-9.760915,23,15069.838692,1
-6.908849,18,15071.967475,1
-3.828101,14,15073.740667,1
-4.606991,15,15075.515176,1
-12.877317,39,15080.377233,1
-3.398633,14,15082.072828,1
-6.714566,25,15085.046991,1
-5.568279,16,15086.960643,1
-7.759712,19,15089.29369,1
